Line_Num,ESP32_Time,ID0,LinAcc_x,LinAcc_y,LinAcc_z,Pitch_deg,Roll_deg,Yaw_deg,Gyro_deg_x,Gyro_deg_y,Gyro_deg_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1,RawPress_Pa,RawAirspeed,CorrAirspeed,temp_C,ID2,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites
3469,303.498383,0,-8.629,-3.867,46.762,-12.618,83.708,-49.487,-27.641,-76.655,-29.879,29.375,-41.312,13.188,12.641,10.281,-6.352,0.703,0.568,0.352,0.243,1,390.863,25.935,25.935,26.991,2,41.518135,-86.239067,91.860001,20.898,315.100006,11,51,49,52,12
3470,303.545380,0,-7.047,-6.070,47.500,-14.054,80.429,-43.162,-46.889,-71.060,-36.146,31.000,-41.438,7.812,11.391,11.359,-4.281,0.734,0.562,0.323,0.205,1,394.019,26.040,26.040,26.991,2,41.518143,-86.239059,86.440002,21.243,315.100006,11,51,49,56,12
3471,303.619385,0,-12.480,-20.285,50.793,-16.789,70.665,-30.714,-32.676,-72.851,-39.615,32.562,-35.312,-4.312,11.172,11.508,-3.789,0.801,0.520,0.266,0.132,1,394.019,26.040,26.040,26.991,2,41.518147,-86.239044,81.190002,22.603,315.200012,11,51,49,64,12
3472,303.675385,0,-6.625,-7.105,44.133,-17.599,66.886,-24.612,-27.417,-73.970,-40.958,32.438,-32.938,-7.250,10.812,11.703,-3.094,0.824,0.505,0.241,0.093,1,451.886,27.886,27.886,26.991,2,41.518150,-86.239044,77.459999,22.315,315.299988,11,51,49,68,12
3473,304.156342,0,-7.574,-11.504,55.781,-9.833,53.622,9.273,-1.343,-70.836,-29.767,31.000,-31.125,-13.250,11.719,10.203,0.367,0.883,0.454,0.040,-0.110,1,469.772,28.433,28.433,26.991,2,41.518208,-86.239006,50.590000,32.880,317.299988,11,51,50,8,12
3474,304.168457,0,-8.168,-13.148,50.238,-8.734,52.894,11.522,2.574,-56.177,-12.310,15.375,-22.375,-28.062,11.875,10.055,0.562,0.885,0.449,0.023,-0.123,1,459.251,28.113,28.113,26.991,2,41.518242,-86.238991,43.970001,43.135,317.399994,11,51,50,12,12
3475,304.206360,0,-11.797,-12.520,30.809,-7.567,52.512,14.518,-8.169,-43.419,-11.974,12.562,-19.188,-27.375,12.125,9.836,0.984,0.884,0.445,0.003,-0.142,1,472.928,28.528,28.528,26.991,2,41.518284,-86.238953,42.439999,57.978,317.799988,11,51,50,20,12
3476,304.246368,0,-11.258,-9.984,26.820,-7.224,52.224,15.357,-12.757,-38.384,-11.191,15.125,-24.438,-26.375,12.344,9.617,1.477,0.884,0.443,-0.003,-0.147,1,472.928,28.528,28.528,26.991,2,41.518295,-86.238930,44.480000,63.997,318.100006,11,51,50,24,12
3477,304.286346,0,-7.844,-6.266,31.070,-6.709,51.895,16.473,7.162,-22.605,-2.014,11.500,-20.188,-27.812,12.586,9.352,1.922,0.885,0.440,-0.010,-0.154,1,455.042,27.984,27.984,26.991,2,41.518299,-86.238899,47.599998,68.466,318.200012,11,51,50,28,12
3478,304.323364,0,-15.711,-13.824,25.047,-6.235,52.373,17.152,10.967,-22.493,-2.350,13.250,-21.750,-26.812,12.750,9.164,2.273,0.882,0.443,-0.017,-0.157,1,465.564,28.305,28.305,26.991,2,41.518303,-86.238861,50.490002,72.331,318.299988,11,51,50,32,12
3479,304.356354,0,-15.945,-11.918,13.277,-5.815,51.837,18.007,-24.284,-21.934,-5.819,11.000,-19.188,-28.062,12.938,8.891,2.883,0.884,0.438,-0.023,-0.162,1,448.730,27.789,27.789,26.991,2,41.518303,-86.238838,53.320000,75.648,318.399994,11,51,50,36,12
3480,304.386353,0,-16.789,-10.906,16.566,-5.546,51.074,18.564,-16.226,-16.338,-2.462,11.250,-21.000,-28.062,12.984,8.820,3.039,0.886,0.432,-0.026,-0.166,1,438.208,27.461,27.461,26.991,2,41.518303,-86.238815,56.520000,78.022,318.399994,11,51,50,40,12
3481,304.457367,0,-16.855,-13.062,13.863,-5.282,50.839,18.934,-4.141,-15.443,0.448,12.188,-21.375,-30.062,13.125,8.602,3.430,0.887,0.430,-0.029,-0.168,1,459.251,28.113,28.113,26.991,2,41.518295,-86.238747,63.570000,87.241,318.700012,11,51,50,48,12
3482,304.665375,0,-14.797,-7.637,18.371,-4.657,49.198,20.230,-28.648,-22.941,-12.198,11.062,-19.438,-28.438,13.406,8.047,4.469,0.891,0.416,-0.037,-0.176,1,451.886,27.886,27.886,26.991,2,41.518272,-86.238602,75.410004,101.338,319.000000,11,51,50,68,12
3483,304.714386,0,-17.449,-9.453,14.852,-4.000,47.502,22.408,-49.574,-17.569,-17.457,9.688,-17.938,-29.438,13.859,6.227,7.023,0.895,0.401,-0.047,-0.192,1,462.407,28.209,28.209,26.991,2,41.518265,-86.238579,77.349998,103.372,319.000000,11,51,50,72,12
3484,304.777374,0,-11.863,-6.418,13.570,-2.622,36.340,28.271,-71.844,-12.869,-20.591,5.500,-11.250,-33.938,13.844,5.758,7.586,0.919,0.308,-0.055,-0.239,1,441.365,27.560,27.560,26.991,2,41.518253,-86.238518,81.739998,109.370,319.000000,11,51,50,80,12
3485,304.903381,0,-12.031,-5.004,8.914,-2.911,31.206,29.684,-73.634,-4.029,-18.576,2.938,-12.812,-33.875,13.789,5.227,8.164,0.929,0.266,-0.045,-0.253,1,459.251,28.113,28.113,26.991,2,41.518246,-86.238449,85.269997,115.760,319.200012,11,51,50,92,12
3486,304.953369,0,-17.816,-7.531,-2.980,-3.177,28.456,30.212,-59.310,0.224,-4.141,2.250,-3.500,-36.625,13.508,3.484,9.648,0.934,0.244,-0.038,-0.259,1,438.208,27.461,27.461,26.991,2,41.518242,-86.238434,86.230003,117.095,319.299988,11,51,50,96,12
3487,305.063385,0,-15.570,-2.184,-1.875,-3.669,21.297,30.814,-63.451,5.931,-1.679,4.625,0.500,-38.438,13.383,2.609,10.125,0.945,0.186,-0.019,-0.267,1,441.365,27.560,27.560,26.991,2,41.518227,-86.238373,91.220001,121.345,319.299988,11,51,51,8,12
3488,305.263367,0,-17.699,-3.910,-2.328,-3.811,16.878,30.862,-76.879,3.133,1.902,2.625,4.125,-39.062,12.914,0.031,10.945,0.952,0.150,-0.007,-0.268,1,472.928,28.528,28.528,26.991,2,41.518219,-86.238304,94.620003,123.612,319.100006,11,51,51,28,12
3489,305.336365,0,-10.758,3.277,-1.742,-4.686,2.552,30.543,-56.848,5.819,-1.231,2.812,7.938,-38.312,11.898,-3.188,11.133,0.963,0.032,0.034,-0.264,1,455.042,27.984,27.984,26.991,2,41.518219,-86.238274,95.629997,123.234,319.000000,11,51,51,36,12
3490,305.416382,0,-9.621,5.109,-1.344,-5.042,0.257,30.333,-39.838,7.274,0.560,2.938,15.750,-38.312,11.484,-3.898,11.078,0.964,0.014,0.042,-0.261,1,448.730,27.789,27.789,26.991,2,41.518223,-86.238258,96.199997,123.094,319.200012,11,51,51,44,12
3491,305.462372,0,-9.711,6.086,-5.133,-5.454,-1.623,30.715,-29.655,3.805,-4.812,3.125,16.375,-36.875,10.992,-4.484,10.938,0.963,-0.001,0.050,-0.264,1,434.000,27.329,27.329,26.991,2,41.518223,-86.238243,96.309998,123.149,319.500000,11,51,51,48,12
3492,305.506378,0,-15.387,3.227,-6.551,-5.501,-2.896,31.066,-28.648,1.119,-8.505,3.625,19.188,-37.500,10.859,-4.672,10.852,0.962,-0.011,0.053,-0.266,1,444.521,27.658,27.658,26.991,2,41.518223,-86.238235,96.449997,122.893,319.600006,11,51,51,52,12
3493,305.556366,0,-11.680,5.082,-3.918,-5.434,-3.064,31.546,25.403,-1.679,-9.624,2.312,19.500,-37.062,10.688,-4.656,10.812,0.961,-0.013,0.053,-0.270,1,459.251,28.113,28.113,26.991,2,41.518227,-86.238220,96.449997,123.357,319.399994,11,51,51,56,12
3494,305.594360,0,-9.422,3.832,1.406,-5.207,-3.153,31.840,-3.917,-9.176,-7.498,0.875,21.438,-37.000,10.539,-4.695,10.719,0.961,-0.014,0.051,-0.273,1,451.886,27.886,27.886,26.991,2,41.518227,-86.238213,96.430000,123.382,319.100006,11,51,51,60,12
3495,305.634369,0,-12.449,3.375,3.934,-4.860,-2.799,32.129,41.629,-6.602,-7.274,0.938,21.375,-38.188,10.422,-4.625,10.664,0.960,-0.012,0.047,-0.275,1,426.635,27.096,27.096,26.991,2,41.518230,-86.238197,96.349998,123.794,318.700012,11,51,51,64,12
3496,305.674377,0,-10.477,1.477,7.230,-4.479,-1.964,32.370,20.255,-15.443,-7.162,1.812,20.125,-36.750,10.289,-4.477,10.641,0.960,-0.006,0.042,-0.278,1,438.208,27.461,27.461,26.991,2,41.518230,-86.238190,96.269997,123.956,318.399994,11,51,51,68,12
3497,305.715393,0,-13.203,1.512,5.754,-3.907,-1.348,32.621,24.172,-10.967,-4.588,0.625,19.875,-36.188,10.203,-4.359,10.570,0.959,-0.002,0.036,-0.280,1,434.000,27.329,27.329,26.991,2,41.518230,-86.238182,96.169998,124.238,318.100006,11,51,51,72,12
3498,305.752380,0,-8.902,2.766,10.422,-3.363,-0.491,32.699,9.624,-19.695,-2.350,0.062,19.188,-37.250,10.086,-4.234,10.531,0.959,0.004,0.029,-0.281,1,426.635,27.096,27.096,26.991,2,41.518230,-86.238174,96.000000,124.626,317.799988,11,51,51,76,12
3499,305.816376,0,-7.723,4.586,12.824,-2.642,0.456,32.741,44.539,-16.338,0.783,0.125,18.562,-37.125,10.016,-4.094,10.492,0.959,0.010,0.021,-0.282,1,423.479,26.996,26.996,26.991,2,41.518234,-86.238152,96.099998,124.827,317.299988,11,51,51,84,12
3500,305.906372,0,-11.402,3.191,12.242,-1.643,2.274,32.639,27.753,-21.262,2.686,-0.562,17.875,-37.750,9.852,-3.680,10.469,0.959,0.023,0.008,-0.281,1,434.000,27.329,27.329,26.991,2,41.518242,-86.238129,95.879997,125.350,316.799988,11,51,51,92,12
3501,305.951385,0,-10.949,2.512,12.645,0.595,4.987,32.319,11.974,-27.865,3.469,-1.812,16.125,-39.375,9.711,-3.398,10.445,0.960,0.040,-0.017,-0.278,1,430.844,27.229,27.229,26.991,2,41.518242,-86.238113,95.730003,125.647,316.399994,11,51,51,96,12
3502,306.061371,0,-9.332,3.574,9.570,1.673,6.120,32.198,7.386,-24.955,0.336,-4.312,16.500,-38.500,9.648,-3.289,10.438,0.960,0.047,-0.029,-0.276,1,420.322,26.895,26.895,26.991,2,41.518242,-86.238083,95.879997,125.446,315.600006,11,51,52,8,12
3503,306.145386,0,-13.594,1.457,10.965,2.683,6.808,32.248,9.400,-16.450,0.000,-3.375,15.875,-38.812,9.453,-3.086,10.445,0.959,0.051,-0.039,-0.276,1,426.635,27.096,27.096,26.991,2,41.518246,-86.238045,95.599998,125.681,315.299988,11,51,52,16,12
3504,306.226379,0,-8.152,3.551,10.910,4.907,7.052,32.687,-26.745,-18.800,-7.274,-5.625,14.250,-38.312,9.289,-3.148,10.461,0.958,0.047,-0.058,-0.278,1,402.436,26.316,26.316,26.991,2,41.518246,-86.238022,95.709999,125.134,315.500000,11,51,52,24,12
3505,306.340393,0,-10.277,2.570,7.883,6.139,5.335,33.348,-14.660,-8.169,-7.722,-7.812,15.500,-37.250,9.062,-3.445,10.492,0.956,0.029,-0.065,-0.284,1,409.801,26.556,26.556,26.991,2,41.518250,-86.237984,95.809998,124.258,315.799988,11,51,52,36,12
3506,306.424377,0,-14.109,1.391,2.668,7.724,0.463,34.697,-50.246,-12.645,-10.183,-8.688,16.062,-36.875,8.828,-3.984,10.430,0.952,-0.016,-0.065,-0.297,1,420.322,26.895,26.895,26.991,2,41.518250,-86.237961,95.820000,123.303,316.100006,11,51,52,44,12
3507,306.540375,0,-7.922,2.980,6.746,8.260,-1.810,35.109,-56.848,-12.198,-6.938,-10.875,19.438,-35.812,8.508,-4.812,10.273,0.951,-0.037,-0.064,-0.302,1,416.114,26.760,26.760,26.991,2,41.518250,-86.237923,95.959999,121.897,316.799988,11,51,52,56,12
3508,306.628387,0,-10.820,1.262,2.270,9.759,-9.290,35.427,-56.289,-9.176,-2.798,-13.375,22.625,-33.500,8.211,-5.609,10.062,0.944,-0.103,-0.056,-0.309,1,394.019,26.040,26.040,26.991,2,41.518250,-86.237900,95.820000,121.185,317.200012,11,51,52,64,12
3509,306.704376,0,-10.891,1.719,5.078,10.207,-11.546,35.192,-54.946,-10.743,4.364,-13.875,25.438,-32.062,7.906,-6.227,9.891,0.942,-0.122,-0.054,-0.308,1,412.958,26.658,26.658,26.991,2,41.518250,-86.237862,95.739998,120.402,317.600006,11,51,52,72,12
3510,306.820374,0,-10.457,2.941,3.297,11.005,-15.611,34.664,-34.803,-9.064,4.029,-16.250,27.250,-30.188,7.586,-7.109,9.484,0.938,-0.157,-0.050,-0.306,1,430.844,27.229,27.229,26.991,2,41.518250,-86.237823,95.300003,119.551,318.100006,11,51,52,84,12
3511,306.905365,0,-8.273,5.922,1.215,12.674,-24.726,33.760,-68.263,-13.317,-0.112,-15.875,29.938,-28.812,7.297,-8.352,8.555,0.922,-0.235,-0.041,-0.305,1,409.801,26.556,26.556,26.991,2,41.518250,-86.237801,95.000000,119.210,318.299988,11,51,52,92,12
3512,306.984375,0,-4.395,9.734,-0.152,13.710,-31.559,33.025,-72.963,-18.576,-0.112,-18.625,33.250,-23.625,7.109,-9.250,7.594,0.907,-0.292,-0.033,-0.303,1,409.801,26.556,26.556,26.991,2,41.518250,-86.237778,94.809998,119.045,318.299988,11,51,53,0,12
3513,307.065369,0,-9.027,1.992,7.402,14.538,-35.880,32.299,-53.155,-13.205,2.350,-19.562,34.688,-18.938,6.953,-9.602,7.148,0.896,-0.327,-0.031,-0.300,1,412.958,26.658,26.658,26.991,2,41.518250,-86.237755,94.370003,118.710,318.200012,11,51,53,8,12
3514,307.146393,0,-6.617,6.281,6.930,15.463,-40.639,31.482,-43.979,-15.107,8.169,-20.750,36.062,-15.875,6.773,-10.125,6.359,0.882,-0.365,-0.028,-0.297,1,420.322,26.895,26.895,26.991,2,41.518253,-86.237724,93.669998,117.919,318.399994,11,51,53,16,12
3515,307.304382,0,-4.953,7.887,6.043,15.613,-44.030,30.466,-66.360,-19.248,13.764,-21.750,34.938,-10.688,6.422,-10.609,5.672,0.873,-0.391,-0.024,-0.290,1,409.801,26.556,26.556,26.991,2,41.518257,-86.237671,91.919998,117.364,318.500000,11,51,53,32,12
3516,307.383392,0,-1.422,14.980,13.070,15.528,-50.100,28.235,-59.198,-19.695,12.645,-20.812,38.500,-7.438,5.641,-11.375,4.344,0.857,-0.437,-0.016,-0.274,1,371.925,25.299,25.299,26.991,2,41.518257,-86.237648,90.910004,116.810,318.500000,11,51,53,40,12
3517,307.464386,0,-6.520,9.105,7.719,15.165,-59.741,24.277,-62.891,-22.829,9.400,-20.312,36.812,0.312,5.328,-11.594,3.695,0.827,-0.507,-0.008,-0.245,1,382.446,25.654,25.654,26.991,2,41.518265,-86.237625,89.370003,116.310,318.299988,11,51,53,48,12
3518,307.581390,0,-6.340,7.348,13.527,15.582,-64.767,22.699,-59.422,-18.576,2.910,-21.562,37.562,5.125,5.164,-11.711,2.906,0.806,-0.543,-0.008,-0.236,1,382.446,25.654,25.654,26.991,2,41.518269,-86.237587,86.900002,115.696,317.899994,11,51,53,60,12
3519,307.663391,0,-2.367,11.117,16.879,16.187,-71.345,20.794,-30.103,-28.312,2.574,-22.375,35.688,9.688,5.000,-11.711,1.742,0.776,-0.589,-0.008,-0.226,1,371.925,25.299,25.299,26.991,2,41.518272,-86.237549,85.269997,115.212,317.799988,11,51,53,68,12
3520,307.743378,0,-0.926,10.723,18.598,16.907,-76.336,17.321,-25.067,-47.784,1.679,-21.812,34.562,15.562,4.891,-11.602,1.633,0.755,-0.622,-0.022,-0.207,1,358.247,24.830,24.830,26.991,2,41.518471,-86.237747,80.139999,114.822,308.299988,11,51,53,76,12
3521,307.943390,0,-6.547,3.098,21.316,17.309,-78.502,13.404,-6.826,-54.274,13.764,-20.375,34.438,17.125,4.719,-11.461,1.758,0.749,-0.635,-0.043,-0.184,1,340.361,24.202,24.202,26.991,2,41.518520,-86.237701,75.760002,112.872,302.500000,11,51,53,96,12
3522,308.060364,0,2.621,12.012,36.336,17.159,-81.722,8.457,39.391,-69.717,17.793,-18.312,32.875,19.812,4.430,-11.219,2.008,0.739,-0.653,-0.065,-0.152,1,340.361,24.202,24.202,26.991,2,41.518543,-86.237656,70.680000,110.325,302.299988,11,51,54,8,12
3523,308.149384,0,-0.109,8.957,42.918,15.363,-83.262,-5.377,63.339,-82.586,23.053,-13.000,31.250,20.625,4.688,-10.422,4.391,0.744,-0.653,-0.131,-0.054,1,409.801,26.556,26.556,26.991,2,41.518555,-86.237625,66.400002,108.167,303.299988,11,51,54,16,12
3524,308.223389,0,-1.305,10.477,39.660,14.465,-77.838,-19.550,32.900,-92.658,19.248,-8.500,33.688,12.938,5.133,-9.977,5.219,0.774,-0.598,-0.202,0.053,1,438.208,27.461,27.461,26.991,2,41.518566,-86.237602,60.660000,105.248,304.200012,11,51,54,24,12
3525,308.338379,0,-6.395,-2.355,44.727,14.245,-76.852,-26.065,34.131,-88.518,21.150,-6.438,35.750,8.188,5.828,-9.500,5.953,0.775,-0.579,-0.234,0.100,1,390.863,25.935,25.935,26.991,2,41.518597,-86.237572,51.400002,100.431,304.700012,11,51,54,36,12
3526,308.400391,0,-6.102,-0.055,46.566,14.866,-77.872,-37.862,12.198,-92.882,17.345,-3.625,36.562,5.438,6.883,-9.094,6.438,0.756,-0.557,-0.297,0.173,1,379.290,25.548,25.548,26.991,2,41.518604,-86.237556,48.689999,99.905,305.000000,11,51,54,40,12
3527,308.503387,0,-7.988,-3.328,44.742,15.633,-78.801,-42.823,1.343,-88.406,3.581,-2.562,35.938,3.062,8.375,-8.586,6.828,0.744,-0.547,-0.327,0.199,1,379.290,25.548,25.548,26.991,2,41.518627,-86.237534,37.840000,95.631,305.899994,11,51,54,52,12
3528,308.585388,0,-3.480,9.418,36.312,17.022,-80.544,-52.167,3.469,-83.817,-1.567,-2.938,36.688,0.875,9.609,-8.211,7.016,0.720,-0.525,-0.383,0.246,1,344.570,24.351,24.351,26.991,2,41.518642,-86.237518,32.029999,94.446,306.799988,11,51,54,60,12
3529,308.637390,0,-3.863,9.066,24.855,17.365,-82.477,-58.725,3.693,-68.374,8.057,-3.625,36.438,-0.625,10.664,-7.992,7.203,0.697,-0.512,-0.418,0.278,1,355.091,24.720,24.720,26.991,2,41.518654,-86.237511,30.000000,95.057,307.399994,11,51,54,64,12
3530,308.711365,0,-12.129,0.715,31.449,17.235,-83.835,-62.169,6.602,-58.191,16.226,-2.500,37.188,-0.500,11.148,-7.961,7.250,0.682,-0.508,-0.437,0.294,1,344.570,24.351,24.351,26.991,2,41.518669,-86.237503,25.709999,94.720,308.600006,11,51,54,72,12
3531,308.822388,0,-7.941,7.496,22.895,16.753,-84.877,-66.216,-14.324,-66.248,12.086,-1.562,36.125,-0.312,12.523,-7.922,7.273,0.665,-0.500,-0.455,0.316,1,371.925,25.299,25.299,26.991,2,41.518692,-86.237495,18.010000,91.412,310.200012,11,51,54,84,12
3532,308.902374,0,-6.496,10.418,20.840,15.471,-86.587,-74.434,6.491,-71.060,14.548,-2.000,36.188,-0.312,13.305,-7.844,7.234,0.630,-0.482,-0.489,0.363,1,376.133,25.442,25.442,26.991,2,41.518707,-86.237495,12.270000,89.191,311.100006,11,51,54,92,12
3533,308.983368,0,-13.215,3.145,22.766,14.402,-86.241,-78.926,29.655,-67.703,18.576,-0.250,36.000,-2.000,14.078,-7.695,7.328,0.614,-0.465,-0.502,0.394,1,368.768,25.192,25.192,26.991,2,41.518723,-86.237495,6.090000,87.768,311.799988,11,51,55,0,12
3534,309.068390,0,-12.410,5.637,12.309,13.283,-85.883,-84.527,29.207,-63.115,24.172,-0.062,37.062,-6.312,14.852,-7.625,7.172,0.591,-0.444,-0.518,0.431,1,355.091,24.720,24.720,26.991,2,41.518742,-86.237495,0.030000,86.065,312.299988,11,51,55,8,12
3535,309.141388,0,-12.207,5.887,28.328,12.133,-86.298,-90.775,28.872,-61.548,13.988,0.312,36.812,-7.125,15.617,-7.625,6.734,0.561,-0.423,-0.538,0.466,1,340.361,24.202,24.202,26.991,2,41.518753,-86.237503,354.839996,83.834,312.700012,11,51,55,16,12
3536,309.267365,0,-9.898,11.504,21.766,11.172,-85.415,-95.177,5.931,-70.277,14.212,0.250,35.562,-8.500,16.250,-7.547,6.453,0.542,-0.402,-0.547,0.495,1,344.570,24.351,24.351,26.991,2,41.518772,-86.237511,346.170013,80.471,313.399994,11,51,55,28,12
3537,309.340393,0,-12.992,11.016,18.645,10.250,-85.874,-100.393,-31.334,-52.484,17.345,1.438,35.938,-9.438,17.133,-7.914,5.477,0.514,-0.384,-0.563,0.521,1,347.726,24.462,24.462,26.991,2,41.518784,-86.237518,340.429993,77.865,313.799988,11,51,55,36,12
3538,309.421387,0,-18.258,3.754,16.637,8.139,-89.262,-107.358,-31.222,-42.860,11.302,0.812,35.000,-10.812,17.234,-8.070,5.359,0.461,-0.374,-0.595,0.542,1,340.361,24.202,24.202,26.991,2,41.518795,-86.237534,334.899994,75.244,314.299988,11,51,55,44,12
3539,309.621368,0,-16.898,5.793,8.777,7.669,-91.420,-109.302,1.902,-26.522,12.533,1.000,36.375,-9.938,17.453,-8.297,5.055,0.442,-0.375,-0.610,0.541,1,329.840,23.825,23.825,26.991,2,41.518822,-86.237572,322.640015,72.569,315.399994,11,51,55,64,12
3540,309.747375,0,-13.371,10.215,5.172,6.947,-92.233,-111.929,26.074,-29.096,12.422,1.250,36.688,-8.812,17.672,-8.016,5.367,0.423,-0.368,-0.620,0.549,1,344.570,24.351,24.351,26.991,2,41.518837,-86.237595,316.329987,72.301,316.000000,11,51,55,76,12
3541,309.821381,0,-18.668,3.113,20.336,3.730,-92.410,-119.067,-9.960,-30.438,15.891,-1.000,37.062,-10.812,17.414,-8.414,5.258,0.371,-0.346,-0.633,0.584,1,382.446,25.654,25.654,26.991,2,41.518845,-86.237610,312.329987,71.757,316.299988,11,51,55,84,12
3542,309.945374,0,-14.551,7.523,12.012,2.402,-92.713,-121.237,-19.248,-33.012,11.750,1.875,36.062,-10.312,17.273,-8.523,5.133,0.352,-0.342,-0.638,0.594,1,394.019,26.040,26.040,26.991,2,41.518856,-86.237633,305.910004,71.285,316.700012,11,51,55,96,12
3543,309.987366,0,-12.398,9.391,7.316,0.373,-89.956,-124.987,29.431,-27.193,18.353,1.562,36.500,-12.812,16.977,-8.383,5.516,0.329,-0.324,-0.628,0.626,1,394.019,26.040,26.040,26.991,2,41.518860,-86.237640,304.149994,71.337,316.799988,11,51,56,0,12
3544,310.062378,0,-18.773,6.699,6.383,-0.396,-88.576,-126.147,23.948,-26.074,19.695,2.500,35.562,-13.125,16.828,-8.344,5.680,0.322,-0.318,-0.621,0.639,1,409.801,26.556,26.556,26.991,2,41.518864,-86.237656,300.790009,71.626,317.000000,11,51,56,8,12
3545,310.141388,0,-18.145,6.926,9.422,-1.576,-86.679,-128.139,36.929,-27.976,16.786,2.375,35.500,-16.375,16.531,-8.211,5.938,0.310,-0.309,-0.613,0.658,1,405.593,26.419,26.419,26.991,2,41.518871,-86.237679,297.630005,71.853,317.200012,11,51,56,16,12
3546,310.220367,0,-19.695,3.270,10.184,-2.754,-84.217,-130.332,22.493,-26.186,14.548,4.375,35.312,-16.438,16.250,-8.000,6.203,0.297,-0.298,-0.601,0.680,1,390.863,25.935,25.935,26.991,2,41.518875,-86.237694,294.410004,71.415,317.299988,11,51,56,24,12
3547,310.301392,0,-20.281,2.719,8.277,-3.719,-81.645,-132.446,38.048,-22.717,14.212,4.750,33.438,-17.688,15.953,-7.703,6.500,0.286,-0.286,-0.588,0.701,1,405.593,26.419,26.419,26.991,2,41.518879,-86.237717,290.989990,71.030,317.299988,11,51,56,32,12
3548,310.423370,0,-16.559,4.742,7.609,-4.615,-78.630,-134.582,47.336,-22.829,16.562,5.000,32.938,-20.500,15.648,-7.367,6.812,0.275,-0.273,-0.572,0.723,1,402.436,26.316,26.316,26.991,2,41.518887,-86.237755,285.850006,71.995,317.200012,11,51,56,44,12
3549,310.501373,0,-19.422,2.609,8.406,-5.735,-73.904,-137.920,42.748,-19.584,17.122,5.375,35.188,-24.625,15.156,-6.750,7.312,0.258,-0.253,-0.546,0.756,1,399.280,26.213,26.213,26.991,2,41.518887,-86.237778,282.299988,72.318,317.200012,11,51,56,52,12
3550,310.601379,0,-18.891,1.297,6.000,-6.232,-71.396,-139.680,33.796,-21.486,12.981,5.125,31.875,-26.438,14.883,-6.375,7.562,0.250,-0.242,-0.532,0.772,1,402.436,26.316,26.316,26.991,2,41.518887,-86.237793,279.059998,73.258,317.100006,11,51,56,60,12
3551,310.740387,0,-16.840,1.848,6.289,-6.710,-68.978,-141.357,20.143,-25.291,16.450,5.375,31.312,-28.688,14.383,-5.781,7.914,0.241,-0.233,-0.517,0.787,1,423.479,26.996,26.996,26.991,2,41.518887,-86.237839,271.589996,73.641,316.500000,11,51,56,76,12
3552,310.900391,0,-12.445,5.039,10.914,-7.483,-62.485,-145.699,28.424,-23.612,13.988,6.188,28.812,-30.312,13.938,-4.992,8.312,0.219,-0.206,-0.478,0.825,1,434.000,27.329,27.329,26.991,2,41.518883,-86.237885,266.049988,74.593,315.799988,11,51,56,92,12
3553,310.945374,0,-14.016,0.160,10.066,-7.544,-59.482,-147.498,28.872,-27.417,11.302,6.500,24.688,-32.688,13.438,-3.867,8.648,0.211,-0.193,-0.459,0.841,1,412.958,26.658,26.658,26.991,2,41.518883,-86.237900,264.739990,74.873,315.600006,11,51,56,96,12
3554,311.067383,0,-14.773,-0.273,17.953,-7.169,-53.863,-151.306,43.308,-21.710,15.219,5.062,22.500,-36.688,13.312,-3.602,8.719,0.193,-0.166,-0.424,0.869,1,430.844,27.229,27.229,26.991,2,41.518875,-86.237938,261.049988,75.455,315.000000,11,51,57,8,12
3555,311.143372,0,-10.270,3.395,13.578,-6.837,-52.326,-152.800,19.919,-28.424,14.660,4.500,23.438,-36.375,12.945,-2.781,8.867,0.185,-0.156,-0.415,0.877,1,423.479,26.996,26.996,26.991,2,41.518871,-86.237961,257.929993,76.125,314.799988,11,51,57,16,12
3556,311.219391,0,-10.152,3.488,10.379,-5.983,-46.734,-157.296,40.846,-23.948,13.541,2.438,19.500,-38.688,12.867,-2.500,8.938,0.160,-0.125,-0.379,0.903,1,405.593,26.419,26.419,26.991,2,41.518864,-86.237984,255.500000,76.848,314.500000,11,51,57,24,12
3557,311.300385,0,-11.156,3.273,11.832,-5.907,-44.600,-158.622,24.955,-17.793,14.436,1.375,18.375,-38.812,12.617,-2.094,9.133,0.152,-0.117,-0.364,0.912,1,416.114,26.760,26.760,26.991,2,41.518860,-86.238007,253.889999,77.150,314.200012,11,51,57,32,12
3558,311.423370,0,-10.301,3.863,7.570,-5.797,-42.831,-160.520,8.169,-14.772,13.988,2.500,16.562,-39.312,12.336,-1.922,9.320,0.139,-0.108,-0.351,0.919,1,412.958,26.658,26.658,26.991,2,41.518852,-86.238037,250.800003,77.634,313.899994,11,51,57,44,12
3559,311.499390,0,-15.203,-2.078,1.219,-5.829,-41.853,-161.954,-21.710,-12.645,7.274,-0.250,16.500,-39.125,11.797,-1.781,9.680,0.128,-0.103,-0.345,0.924,1,412.958,26.658,26.658,26.991,2,41.518845,-86.238068,249.139999,77.931,313.700012,11,51,57,52,12
