Line_Num,ESP32_Time,ID0,LinAcc_x,LinAcc_y,LinAcc_z,Pitch_deg,Roll_deg,Yaw_deg,Gyro_deg_x,Gyro_deg_y,Gyro_deg_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1,RawPress_Pa,RawAirspeed,CorrAirspeed,temp_C,ID2,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites
2167,58.994698,0,0.012,0.004,-0.027,6.780,1.825,179.702,-0.671,-0.112,0.112,-4.938,-15.188,-29.000,1.180,0.328,9.906,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.019,254.500000,11,17,28,40,6
2168,59.041698,0,0.012,0.020,-0.035,6.787,1.783,179.699,-0.560,0.000,-0.112,-4.500,-15.062,-29.875,1.180,0.312,9.914,0.004,-0.059,-0.016,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.089,254.500000,11,17,28,44,6
2169,59.151699,0,0.051,-0.051,-0.035,6.794,1.735,179.711,-0.560,-0.112,0.112,-3.312,-15.250,-29.562,1.180,0.305,9.914,0.003,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.159,254.500000,11,17,28,56,6
2170,59.234699,0,-0.074,0.035,0.004,6.794,1.713,179.695,0.671,0.112,0.224,-7.500,-14.000,-29.188,1.188,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.059,254.500000,11,17,28,64,6
2171,59.314697,0,0.051,0.059,-0.035,6.794,1.781,179.671,0.560,0.224,0.112,-5.250,-16.375,-28.812,1.180,0.312,9.922,0.004,-0.059,-0.016,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.079,254.500000,11,17,28,72,6
2172,59.429699,0,-0.105,-0.090,0.004,6.794,1.782,179.678,-1.119,0.112,-0.224,-4.062,-15.438,-29.812,1.180,0.312,9.914,0.004,-0.059,-0.016,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.142,254.500000,11,17,28,84,6
2173,59.514698,0,0.133,0.074,0.074,6.794,1.713,179.709,0.336,-0.112,0.112,-2.812,-15.562,-29.875,1.180,0.297,9.922,0.003,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.110,254.500000,11,17,28,92,6
2174,59.559700,0,-0.074,0.035,-0.004,6.787,1.761,179.691,1.007,-0.112,0.448,-3.438,-14.000,-29.812,1.188,0.297,9.922,0.004,-0.059,-0.016,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.172,254.500000,11,17,28,96,6
2175,59.633698,0,-0.074,0.113,-0.043,6.780,1.768,179.677,-0.560,0.000,0.000,-4.812,-16.375,-29.188,1.188,0.297,9.922,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.030,254.500000,11,17,29,4,6
2176,59.669701,0,0.012,-0.035,0.043,6.780,1.697,179.673,-1.007,0.112,-0.112,-3.438,-14.750,-28.812,1.180,0.289,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.096,254.500000,11,17,29,8,6
2177,59.753700,0,-0.027,-0.004,0.004,6.779,1.655,179.678,-0.783,0.112,-0.112,-2.875,-16.125,-28.125,1.180,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.142,254.399994,11,17,29,16,6
2178,59.867699,0,0.012,-0.043,0.043,6.779,1.635,179.690,0.224,-0.112,-0.112,-3.812,-14.562,-29.625,1.180,0.297,9.914,0.004,-0.059,-0.014,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.140,254.399994,11,17,29,28,6
2179,59.951698,0,0.020,0.043,0.012,6.780,1.685,179.693,0.336,0.112,0.112,-3.188,-16.625,-28.438,1.172,0.297,9.906,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.025,254.399994,11,17,29,36,6
2180,59.989700,0,0.012,-0.004,0.012,6.773,1.712,179.688,-0.336,-0.224,0.112,-4.938,-15.188,-29.000,1.180,0.297,9.906,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.051,254.399994,11,17,29,40,6
2181,60.073700,0,0.012,-0.043,0.090,6.780,1.705,179.688,0.112,-0.112,0.112,-4.438,-16.125,-28.812,1.180,0.297,9.906,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.079,254.399994,11,17,29,48,6
2182,60.113701,0,0.012,-0.043,-0.035,6.780,1.726,179.682,0.000,0.112,0.336,-2.688,-16.812,-29.625,1.180,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.113,254.399994,11,17,29,52,6
2183,60.193699,0,-0.027,-0.004,0.004,6.773,1.718,179.660,-0.336,0.000,0.112,-5.125,-14.312,-28.812,1.180,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.035,254.399994,11,17,29,60,6
2184,60.273701,0,0.059,-0.012,0.043,6.780,1.710,179.653,0.336,-0.112,0.112,-2.938,-14.500,-30.562,1.172,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-32.090,-7.431,0.000,25.330,2,41.519329,-86.239616,0.000000,0.030,254.399994,11,17,29,68,6
2185,60.353699,0,-0.027,-0.012,0.043,6.773,1.704,179.659,-0.783,-0.224,-0.224,-5.688,-15.000,-29.812,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.118,254.399994,11,17,29,76,6
2186,60.389698,0,-0.027,0.004,-0.035,6.773,1.662,179.671,-0.112,0.000,0.336,-3.250,-15.562,-29.500,1.180,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.052,254.399994,11,17,29,80,6
2187,60.472698,0,0.051,0.043,0.043,6.773,1.675,179.651,1.231,0.112,0.224,-4.750,-16.312,-29.625,1.180,0.289,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.184,254.399994,11,17,29,88,6
2188,60.508698,0,-0.027,0.105,-0.035,6.774,1.723,179.640,0.000,0.112,-0.224,-5.500,-13.938,-28.812,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.078,254.399994,11,17,29,92,6
2189,60.560699,0,0.094,0.066,-0.035,6.766,1.710,179.646,-1.679,-0.112,0.000,-3.125,-13.688,-29.875,1.172,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.115,254.399994,11,17,29,96,6
2190,60.632698,0,-0.059,0.074,-0.109,6.766,1.633,179.655,-0.783,-0.112,-0.224,-5.000,-15.250,-28.625,1.172,0.305,9.906,0.004,-0.059,-0.014,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.086,254.399994,11,17,30,4,6
2191,60.711700,0,-0.059,0.035,-0.109,6.766,1.669,179.664,1.119,0.112,-0.112,-3.562,-16.000,-30.125,1.172,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.052,254.399994,11,17,30,12,7
2192,60.748699,0,0.051,-0.082,0.082,6.766,1.710,179.653,0.448,0.000,0.336,-3.500,-13.500,-30.750,1.180,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.015,254.399994,11,17,30,16,7
2193,60.831699,0,-0.027,0.082,0.043,6.759,1.702,179.638,-0.112,0.112,-0.224,-3.188,-12.625,-30.938,1.188,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.049,254.399994,11,17,30,24,7
2194,60.914700,0,0.004,-0.012,0.082,6.759,1.689,179.644,-0.448,-0.112,-0.336,-4.500,-15.062,-29.875,1.188,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.066,254.500000,11,17,30,32,7
2195,60.961678,0,-0.020,0.027,0.004,6.766,1.689,179.651,0.112,0.112,-0.336,-3.125,-12.938,-30.875,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.035,254.500000,11,17,30,36,7
2196,61.031700,0,0.059,-0.090,0.043,6.766,1.703,179.659,0.112,0.112,0.224,-2.812,-15.000,-31.250,1.172,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.046,254.500000,11,17,30,44,7
2197,61.077698,0,0.059,-0.012,0.125,6.766,1.704,179.666,0.671,-0.112,0.000,-4.938,-15.062,-29.875,1.172,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.081,254.500000,11,17,30,48,7
2198,61.150700,0,0.012,0.059,0.004,6.759,1.746,179.669,0.448,0.112,0.000,-4.500,-15.062,-29.875,1.180,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.125,254.500000,11,17,30,56,7
2199,61.196697,0,0.012,-0.012,0.043,6.759,1.753,179.662,-0.336,0.112,0.448,-2.000,-15.625,-29.938,1.180,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.074,254.500000,11,17,30,60,7
2200,61.270699,0,0.012,0.027,-0.035,6.759,1.731,179.654,-0.783,0.000,-0.112,-2.500,-15.750,-29.062,1.180,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.130,254.500000,11,17,30,68,7
2201,61.349697,0,-0.066,-0.098,0.004,6.766,1.731,179.654,0.336,-0.112,-0.112,-4.625,-14.875,-29.188,1.180,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.127,254.500000,11,17,30,76,7
2202,61.394699,0,-0.066,-0.098,-0.035,6.766,1.774,179.663,-0.560,0.112,-0.224,-3.188,-15.375,-30.688,1.172,0.320,9.914,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.228,254.600006,11,17,30,80,7
2203,61.471699,0,0.066,-0.012,0.082,6.766,1.774,179.670,-0.448,0.000,-0.224,-5.000,-16.750,-30.312,1.164,0.305,9.914,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.278,254.600006,11,17,30,88,7
2204,61.551701,0,-0.020,-0.012,0.043,6.759,1.740,179.682,0.448,0.000,-0.112,-2.812,-13.188,-29.562,1.172,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.159,254.600006,11,17,30,96,7
2205,61.593700,0,0.020,0.020,-0.035,6.759,1.782,179.678,0.336,0.112,0.224,-2.750,-16.938,-28.750,1.172,0.312,9.914,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.253,254.600006,11,17,31,0,7
2206,61.669701,0,-0.020,0.020,0.043,6.752,1.788,179.671,-0.336,0.112,0.112,-3.250,-16.812,-27.562,1.172,0.312,9.914,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.167,254.600006,11,17,31,8,7
2207,61.706699,0,-0.020,0.105,-0.035,6.753,1.780,179.657,-0.336,0.000,-0.112,-5.500,-13.562,-29.312,1.172,0.312,9.914,0.004,-0.059,-0.016,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.277,254.600006,11,17,31,12,7
2208,61.746700,0,-0.020,0.059,-0.109,6.752,1.760,179.662,-0.112,-0.112,0.000,-5.188,-13.562,-29.438,1.172,0.312,9.914,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.233,254.600006,11,17,31,16,7
2209,61.786697,0,0.012,-0.027,-0.035,6.752,1.767,179.670,-0.112,0.000,-0.224,-5.812,-14.125,-29.188,1.172,0.320,9.914,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.154,254.600006,11,17,31,20,7
2210,61.869698,0,-0.027,-0.027,-0.074,6.745,1.761,179.676,0.112,-0.112,-0.112,-4.688,-16.938,-29.500,1.180,0.320,9.914,0.004,-0.059,-0.016,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.100,254.600006,11,17,31,28,7
2211,61.986698,0,0.012,-0.027,-0.074,6.752,1.775,179.677,-0.783,0.112,-0.112,-5.062,-14.250,-29.188,1.180,0.320,9.914,0.004,-0.059,-0.016,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.159,254.699997,11,17,31,40,7
2212,62.071697,0,-0.066,0.020,-0.035,6.752,1.739,179.675,0.336,-0.112,0.000,-1.875,-17.250,-29.188,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.204,254.699997,11,17,31,48,7
2213,62.106701,0,0.043,0.059,0.043,6.766,1.767,179.663,-0.783,-0.112,-0.224,-2.938,-15.375,-29.125,1.188,0.312,9.914,0.004,-0.059,-0.016,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.177,254.699997,11,17,31,52,7
2214,62.189697,0,-0.020,0.059,-0.074,6.766,1.726,179.682,-1.007,0.112,-0.112,-3.062,-14.562,-28.438,1.172,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.059,254.699997,11,17,31,60,7
2215,62.268700,0,0.051,-0.012,-0.035,6.758,1.698,179.694,0.000,0.112,-0.448,-4.625,-17.562,-29.312,1.188,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.074,254.699997,11,17,31,68,7
2216,62.354698,0,0.004,-0.012,-0.074,6.773,1.720,179.695,0.336,-0.224,0.336,-5.250,-15.312,-29.812,1.188,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-32.090,-7.431,0.000,25.330,2,41.519329,-86.239616,0.000000,0.260,254.699997,11,17,31,76,7
2217,62.394699,0,-0.074,-0.082,0.043,6.773,1.718,179.667,-0.560,0.112,0.224,-4.062,-15.500,-29.438,1.180,0.289,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.068,254.699997,11,17,31,80,7
2218,62.467697,0,0.051,0.121,-0.074,6.773,1.704,179.659,0.000,-0.112,0.112,-6.500,-14.375,-31.188,1.188,0.289,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.054,254.699997,11,17,31,88,7
2219,62.553699,0,0.043,0.043,0.004,6.773,1.718,179.674,0.448,0.000,-0.224,-7.500,-12.562,-31.875,1.188,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.155,254.699997,11,17,31,96,7
2220,62.629700,0,0.051,-0.098,-0.035,6.780,1.719,179.688,-0.224,0.000,-0.224,-4.625,-14.875,-29.125,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.076,254.800003,11,17,32,4,7
2221,62.754700,0,-0.035,0.035,0.004,6.780,1.699,179.694,-0.336,0.112,-0.224,-5.375,-14.250,-30.438,1.188,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.108,254.800003,11,17,32,16,7
2222,62.829700,0,-0.035,0.027,0.043,6.780,1.684,179.686,0.560,-0.112,0.000,-5.625,-15.750,-28.938,1.188,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.184,254.800003,11,17,32,24,7
2223,62.876701,0,0.012,-0.012,0.004,6.780,1.740,179.683,0.000,0.000,0.112,-3.062,-13.625,-30.312,1.180,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.110,254.800003,11,17,32,28,7
2224,62.948700,0,0.051,-0.012,0.004,6.780,1.726,179.689,-0.448,0.112,-0.112,-3.250,-15.562,-29.500,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.123,254.800003,11,17,32,36,7
2225,63.027699,0,-0.035,-0.059,-0.035,6.787,1.712,179.688,-0.336,-0.112,0.112,-4.625,-14.562,-29.188,1.188,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.179,254.800003,11,17,32,44,7
2226,63.073700,0,0.043,-0.051,0.004,6.794,1.719,179.689,0.000,-0.112,-0.112,-3.875,-14.812,-28.375,1.188,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.135,254.899994,11,17,32,48,7
2227,63.195698,0,0.004,-0.051,0.004,6.794,1.734,179.696,0.112,-0.112,-0.112,-5.375,-14.500,-29.125,1.188,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.125,254.899994,11,17,32,60,7
2228,63.266701,0,0.012,0.082,-0.035,6.794,1.726,179.689,-0.224,0.000,0.112,-2.812,-16.375,-28.500,1.180,0.289,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.149,254.899994,11,17,32,68,7
2229,63.306698,0,0.012,0.066,-0.035,6.794,1.733,179.689,0.224,0.000,-0.224,-3.875,-13.938,-29.812,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.211,254.899994,11,17,32,72,7
2230,63.388699,0,0.012,-0.012,0.004,6.794,1.741,179.697,0.448,-0.112,-0.112,-3.438,-14.312,-29.750,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.203,254.899994,11,17,32,80,7
2231,63.470699,0,-0.027,-0.012,0.004,6.794,1.749,179.711,-0.224,0.112,0.224,-3.062,-14.500,-28.938,1.188,0.305,9.914,0.003,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.122,254.899994,11,17,32,88,7
2232,63.557697,0,0.012,0.074,0.004,6.794,1.734,179.696,0.224,-0.112,0.224,-5.750,-14.375,-29.562,1.180,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.142,254.899994,11,17,32,96,7
2233,63.627701,0,0.004,-0.051,-0.035,6.794,1.733,179.689,-0.448,0.112,-0.112,-3.000,-15.125,-28.750,1.188,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.186,255.000000,11,17,33,4,7
2234,63.706699,0,0.012,-0.012,0.004,6.801,1.727,179.696,0.000,-0.112,-0.112,-4.562,-18.250,-29.188,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.160,255.000000,11,17,33,12,7
2235,63.788700,0,-0.035,-0.020,0.004,6.801,1.754,179.691,0.112,-0.112,0.336,-4.750,-13.688,-29.000,1.180,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.096,255.000000,11,17,33,20,7
2236,63.834698,0,0.004,0.066,0.004,6.801,1.753,179.670,-0.448,0.112,-0.112,-4.188,-14.375,-30.500,1.188,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.071,255.000000,11,17,33,24,7
2237,63.906700,0,0.012,0.027,-0.035,6.801,1.733,179.683,-0.224,0.000,-0.336,-5.188,-15.188,-30.625,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.035,255.000000,11,17,33,32,7
2238,63.951698,0,0.012,0.027,0.004,6.801,1.727,179.703,-0.112,-0.112,-0.336,-4.250,-13.375,-31.125,1.180,0.312,9.914,0.003,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.056,255.000000,11,17,33,36,7
2239,64.026695,0,0.012,-0.059,0.004,6.801,1.734,179.704,0.224,-0.112,0.112,-2.625,-13.125,-31.688,1.180,0.312,9.914,0.003,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.074,255.000000,11,17,33,44,7
2240,64.073700,0,-0.027,0.074,-0.035,6.801,1.748,179.704,0.224,0.000,0.112,-4.312,-14.062,-28.938,1.180,0.297,9.914,0.003,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.042,255.000000,11,17,33,48,7
2241,64.146698,0,-0.027,0.074,-0.074,6.794,1.748,179.697,-0.336,-0.112,0.112,-2.000,-16.375,-29.000,1.180,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.127,255.000000,11,17,33,56,7
2242,64.193703,0,0.051,0.027,-0.035,6.787,1.720,179.703,-0.336,0.000,-0.112,-3.312,-15.188,-29.938,1.180,0.297,9.914,0.003,-0.059,-0.015,-0.998,1,-32.090,-7.431,0.000,25.330,2,41.519329,-86.239616,0.000000,0.091,255.000000,11,17,33,60,7
2243,64.313698,0,0.012,-0.004,-0.035,6.787,1.699,179.708,-0.224,0.000,-0.224,-4.188,-17.625,-29.375,1.180,0.297,9.914,0.003,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.128,255.100006,11,17,33,72,7
2244,64.353699,0,-0.066,0.027,0.004,6.787,1.699,179.708,0.448,-0.112,0.112,-3.875,-14.812,-28.438,1.180,0.305,9.914,0.003,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.280,255.100006,11,17,33,76,7
2245,64.427696,0,-0.020,0.027,0.004,6.787,1.741,179.697,-0.112,0.112,0.112,-3.875,-13.938,-29.875,1.172,0.305,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.238,255.100006,11,17,33,84,7
2246,64.473701,0,0.020,-0.004,0.043,6.787,1.727,179.703,-0.895,-0.112,-0.112,-5.625,-16.562,-27.500,1.172,0.297,9.914,0.003,-0.059,-0.015,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.133,255.100006,11,17,33,88,7
2247,64.556702,0,0.012,-0.004,0.043,6.779,1.671,179.707,-0.448,0.000,0.000,-5.000,-14.875,-29.062,1.180,0.297,9.914,0.003,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.083,255.100006,11,17,33,96,7
2248,64.592697,0,0.012,-0.012,-0.004,6.780,1.685,179.700,0.224,0.112,0.112,-3.375,-15.438,-28.688,1.180,0.297,9.922,0.003,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.155,255.100006,11,17,34,0,7
2249,64.675697,0,0.012,0.027,-0.004,6.780,1.713,179.695,0.224,0.000,0.112,-1.938,-16.312,-29.375,1.180,0.305,9.922,0.004,-0.059,-0.015,-0.998,1,-38.402,-8.129,0.000,25.330,2,41.519329,-86.239616,0.000000,0.084,255.100006,11,17,34,8,7
2250,64.749702,0,-0.027,-0.004,-0.043,6.787,1.706,179.695,-0.783,0.112,-0.112,-4.312,-13.062,-31.125,1.180,0.297,9.922,0.004,-0.059,-0.015,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.073,255.199997,11,17,34,16,7
2251,64.873695,0,0.012,0.004,-0.004,6.787,1.664,179.699,-0.783,0.112,-0.112,-3.625,-16.688,-27.938,1.180,0.297,9.922,0.003,-0.059,-0.015,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.221,255.199997,11,17,34,28,7
2252,64.945702,0,-0.027,-0.043,-0.043,6.779,1.643,179.705,0.671,0.000,0.224,-3.562,-13.500,-29.062,1.180,0.297,9.922,0.003,-0.059,-0.014,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.071,255.199997,11,17,34,36,7
2253,65.071701,0,-0.027,0.043,-0.035,6.780,1.699,179.694,0.224,-0.112,0.224,-2.688,-16.812,-29.625,1.180,0.289,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.152,255.199997,11,17,34,48,7
2254,65.145699,0,-0.035,0.004,-0.035,6.780,1.690,179.673,-0.112,-0.112,-0.112,-3.000,-15.125,-28.750,1.188,0.289,9.914,0.004,-0.059,-0.015,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.084,255.199997,11,17,34,56,7
2255,65.307701,0,0.012,-0.004,0.012,6.787,1.676,179.672,0.000,0.000,-0.112,-6.000,-16.375,-28.312,1.180,0.297,9.914,0.004,-0.059,-0.015,-0.998,1,-35.246,-7.788,0.000,25.330,2,41.519329,-86.239616,0.000000,0.160,255.300003,11,17,34,72,7
2256,65.385696,0,-0.027,-0.020,0.043,6.787,1.698,179.687,0.671,0.000,0.112,-4.000,-13.000,-30.000,1.180,0.312,9.914,0.004,-0.059,-0.015,-0.998,1,-42.611,-8.563,0.000,25.330,2,41.519329,-86.239616,0.000000,0.155,255.300003,11,17,34,80,7
