Line_Num,ESP32_Time,ID0,LinAcc_x,LinAcc_y,LinAcc_z,Pitch_deg,Roll_deg,Yaw_deg,Gyro_deg_x,Gyro_deg_y,Gyro_deg_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1,RawPress_Pa,RawAirspeed,CorrAirspeed,temp_C,ID2,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites
34,0.795676,0,0.051,-0.098,-0.051,6.638,1.859,179.800,-1.231,-0.112,-0.336,-2.688,-16.312,-29.688,1.141,0.312,9.891,0.003,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
35,0.815675,0,0.051,-0.090,-0.051,6.638,1.782,179.809,-2.798,0.000,0.000,-4.500,-14.938,-29.562,1.141,0.297,9.891,0.003,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
36,0.835677,0,0.082,-0.066,-0.012,6.638,1.747,179.807,-2.798,-0.112,0.112,-4.750,-15.750,-29.750,1.141,0.289,9.891,0.003,-0.058,-0.015,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
37,0.880673,0,0.043,-0.004,0.027,6.638,1.691,179.804,-2.686,-0.112,0.336,-3.500,-16.062,-30.500,1.148,0.281,9.891,0.003,-0.058,-0.015,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
38,0.905677,0,-0.043,-0.004,-0.051,6.638,1.613,179.785,-0.895,-0.112,0.448,-3.688,-14.562,-30.438,1.148,0.258,9.891,0.003,-0.058,-0.014,-0.998,1,-35.246,-7.788,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
39,0.921781,0,-0.082,-0.078,-0.051,6.638,1.612,179.771,1.231,-0.224,0.448,-3.312,-14.375,-30.125,1.156,0.258,9.891,0.003,-0.058,-0.014,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
40,0.951671,0,-0.035,-0.086,-0.051,6.638,1.654,179.767,2.910,0.000,0.336,-2.812,-15.500,-29.062,1.148,0.266,9.891,0.003,-0.058,-0.015,-0.998,1,-35.246,-7.788,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
41,0.967781,0,-0.035,-0.059,-0.004,6.638,1.724,179.764,4.924,-0.112,0.448,-3.625,-12.375,-29.312,1.148,0.281,9.883,0.003,-0.058,-0.015,-0.998,1,-35.246,-7.788,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
42,0.991671,0,0.043,0.004,0.035,6.639,1.814,179.755,5.036,0.112,0.336,-5.625,-15.500,-29.375,1.148,0.289,9.883,0.003,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
43,1.007781,0,0.043,-0.004,0.113,6.639,1.912,179.747,4.476,0.112,0.336,-4.875,-15.250,-29.438,1.148,0.305,9.891,0.003,-0.058,-0.017,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
44,1.024679,0,-0.035,0.125,0.027,6.633,1.996,179.737,4.141,0.224,-0.112,-3.188,-15.625,-29.938,1.148,0.312,9.891,0.003,-0.058,-0.018,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
45,1.042677,0,-0.035,0.117,-0.012,6.626,2.059,179.741,1.231,-0.112,0.112,-1.938,-16.875,-28.500,1.148,0.328,9.891,0.003,-0.058,-0.018,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
46,1.064677,0,-0.074,0.148,-0.051,6.626,2.073,179.742,0.112,-0.112,-0.112,-3.812,-14.062,-29.750,1.148,0.328,9.891,0.003,-0.058,-0.018,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
47,1.082677,0,-0.035,0.148,-0.051,6.626,2.052,179.747,-3.245,0.000,0.000,-3.625,-15.438,-29.125,1.148,0.336,9.891,0.003,-0.058,-0.018,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
48,1.105677,0,-0.027,0.125,-0.012,6.626,2.024,179.746,-4.029,0.112,-0.224,-2.125,-17.438,-30.312,1.141,0.328,9.891,0.003,-0.058,-0.018,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
49,1.122677,0,0.012,0.051,0.027,6.625,1.885,179.759,-5.819,-0.112,-0.671,-2.812,-16.250,-28.188,1.141,0.320,9.891,0.003,-0.058,-0.017,-0.998,1,-35.246,-7.788,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
50,1.145680,0,0.012,0.035,-0.051,6.625,1.829,179.763,-5.707,0.000,-0.895,-4.000,-15.562,-29.875,1.141,0.305,9.891,0.003,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
51,1.164678,0,0.051,0.035,0.027,6.624,1.662,179.788,-4.476,-0.112,-1.231,-3.750,-17.062,-29.938,1.141,0.289,9.891,0.003,-0.058,-0.015,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
52,1.185678,0,0.051,-0.094,-0.051,6.630,1.572,179.811,-3.805,-0.112,-0.671,-2.438,-15.750,-29.500,1.141,0.281,9.891,0.002,-0.058,-0.014,-0.998,1,-35.246,-7.788,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
53,1.202677,0,0.012,-0.094,0.027,6.630,1.524,179.822,-0.783,-0.112,-0.671,-4.688,-17.312,-27.875,1.141,0.273,9.891,0.002,-0.058,-0.013,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
54,1.224675,0,0.012,-0.133,0.027,6.630,1.510,179.828,0.112,-0.112,-0.671,-3.125,-16.312,-29.375,1.141,0.266,9.891,0.002,-0.058,-0.013,-0.998,1,-35.246,-7.788,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
55,1.240781,0,0.012,-0.133,0.027,6.630,1.540,179.851,2.574,0.000,-0.671,-2.750,-16.125,-29.000,1.141,0.273,9.891,0.002,-0.058,-0.013,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
56,1.274678,0,-0.035,-0.148,0.027,6.630,1.603,179.862,3.917,0.112,-0.671,-3.188,-15.625,-29.938,1.148,0.281,9.891,0.002,-0.058,-0.014,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
57,1.304677,0,0.043,-0.117,-0.020,6.623,1.751,179.877,5.036,0.336,0.000,-3.562,-16.812,-28.062,1.148,0.289,9.898,0.002,-0.058,-0.015,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
58,1.324677,0,0.043,-0.125,0.020,6.623,1.884,179.864,2.910,0.224,1.007,-5.625,-15.938,-28.500,1.148,0.305,9.898,0.002,-0.058,-0.016,-0.998,1,-35.246,-7.788,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
59,1.350671,0,0.082,-0.051,-0.020,6.617,1.939,179.846,2.350,0.112,1.119,-5.312,-14.812,-29.938,1.148,0.305,9.898,0.002,-0.058,-0.017,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
60,1.365677,0,0.082,-0.012,-0.020,6.617,1.958,179.819,-0.336,0.000,1.231,-3.250,-15.438,-29.125,1.156,0.297,9.898,0.003,-0.058,-0.017,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
61,1.383703,0,0.035,0.082,-0.094,6.618,1.943,179.797,-1.343,0.112,1.231,-2.125,-14.812,-29.750,1.156,0.297,9.898,0.003,-0.058,-0.017,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
62,1.399781,0,0.035,0.082,-0.094,6.611,1.885,179.766,-2.910,0.224,1.343,-4.812,-15.938,-28.938,1.156,0.289,9.898,0.003,-0.058,-0.017,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
63,1.415678,0,-0.012,0.129,-0.094,6.611,1.850,179.757,-3.357,-0.112,1.007,-5.750,-14.812,-29.562,1.164,0.273,9.891,0.003,-0.058,-0.016,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
64,1.433675,0,-0.051,0.180,-0.086,6.618,1.778,179.738,-3.581,-0.112,0.783,-2.750,-16.188,-28.625,1.164,0.258,9.891,0.003,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
65,1.445782,0,-0.051,0.188,0.027,6.618,1.707,179.720,-2.910,-0.112,0.448,-2.875,-15.062,-29.688,1.164,0.266,9.891,0.003,-0.058,-0.015,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
66,1.464677,0,-0.090,0.152,0.105,6.625,1.679,179.719,-2.574,-0.224,0.224,-2.312,-16.375,-29.812,1.164,0.258,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
67,1.476781,0,-0.125,0.152,0.105,6.625,1.630,179.716,-1.567,-0.112,-0.112,-4.812,-15.125,-30.000,1.164,0.258,9.891,0.003,-0.058,-0.014,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
68,1.510671,0,-0.082,0.098,0.027,6.632,1.616,179.715,-1.007,0.112,-0.336,-1.812,-13.812,-30.750,1.164,0.266,9.891,0.003,-0.058,-0.014,-0.998,1,-45.767,-8.875,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
69,1.524677,0,-0.117,0.129,-0.051,6.624,1.610,179.736,0.895,0.112,-1.007,-4.688,-13.750,-29.438,1.148,0.281,9.898,0.003,-0.058,-0.014,-0.998,1,-45.767,-8.875,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
70,1.544678,0,-0.074,0.043,-0.059,6.624,1.632,179.751,1.231,0.000,-1.119,-2.375,-16.438,-29.438,1.148,0.297,9.898,0.003,-0.058,-0.014,-0.998,1,-45.767,-8.875,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
71,1.560781,0,-0.035,-0.043,-0.059,6.624,1.668,179.774,2.014,-0.224,-1.007,-4.062,-15.312,-29.562,1.141,0.305,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
72,1.575677,0,0.090,-0.133,-0.051,6.631,1.711,179.791,2.126,-0.112,-0.671,-4.062,-15.312,-29.562,1.141,0.312,9.891,0.003,-0.058,-0.015,-0.998,1,-45.767,-8.875,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
73,1.591777,0,0.090,-0.141,-0.012,6.624,1.740,179.799,2.126,-0.112,-0.671,-4.125,-14.625,-29.688,1.141,0.320,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
74,1.614678,0,0.164,-0.219,0.066,6.631,1.783,179.816,1.455,-0.112,-0.112,-3.188,-15.750,-29.125,1.141,0.312,9.891,0.003,-0.058,-0.016,-0.998,1,-45.767,-8.875,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
75,1.634682,0,0.117,-0.219,0.066,6.624,1.811,179.818,1.231,0.000,0.112,-2.500,-15.562,-28.812,1.148,0.312,9.891,0.003,-0.058,-0.016,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
76,1.654677,0,0.074,-0.051,-0.059,6.631,1.825,179.811,0.112,-0.112,0.560,-2.375,-13.312,-29.688,1.148,0.312,9.891,0.003,-0.058,-0.016,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
77,1.680688,0,-0.004,-0.051,-0.094,6.631,1.817,179.797,-0.783,0.000,0.783,-2.500,-15.562,-28.812,1.156,0.297,9.891,0.003,-0.058,-0.016,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
78,1.694684,0,-0.043,-0.027,-0.012,6.631,1.788,179.781,-1.455,0.112,1.007,-4.000,-16.000,-29.000,1.156,0.297,9.891,0.003,-0.058,-0.016,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
79,1.721671,0,-0.051,0.012,-0.012,6.631,1.751,179.758,-2.126,0.000,1.231,-3.938,-13.250,-29.250,1.164,0.273,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
80,1.737781,0,-0.012,0.145,0.027,6.632,1.708,179.728,-1.790,-0.112,0.895,-5.000,-17.000,-29.562,1.164,0.266,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
81,1.773677,0,-0.043,0.145,0.027,6.632,1.650,179.703,-0.895,0.112,0.448,-5.000,-17.312,-29.500,1.156,0.266,9.891,0.003,-0.058,-0.015,-0.998,1,-45.767,-8.875,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
82,1.800670,0,-0.082,0.180,0.027,6.632,1.636,179.695,0.224,-0.112,-0.112,-4.375,-15.438,-30.312,1.156,0.266,9.891,0.003,-0.058,-0.014,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
83,1.814677,0,-0.043,0.121,-0.051,6.632,1.643,179.703,1.343,-0.224,-0.671,-4.562,-14.688,-29.250,1.156,0.281,9.891,0.003,-0.058,-0.014,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
84,1.834677,0,-0.035,0.121,-0.086,6.639,1.672,179.719,1.902,0.000,-0.895,-4.500,-15.312,-29.125,1.148,0.305,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
85,1.853677,0,0.004,0.012,0.027,6.639,1.708,179.742,1.902,-0.112,-1.231,-6.062,-14.312,-30.438,1.148,0.305,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
86,1.865782,0,0.004,-0.027,0.066,6.638,1.759,179.766,2.014,-0.112,-1.343,-3.438,-14.312,-28.688,1.148,0.320,9.891,0.003,-0.058,-0.015,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
87,1.893677,0,0.043,-0.113,0.027,6.638,1.802,179.789,1.790,-0.224,-1.119,-4.812,-16.375,-28.125,1.148,0.328,9.891,0.003,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
88,1.905782,0,0.043,-0.121,0.027,6.645,1.832,179.812,1.231,-0.112,-0.895,-4.188,-14.875,-28.500,1.148,0.336,9.891,0.003,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
89,1.933677,0,0.043,-0.195,-0.012,6.638,1.860,179.821,0.671,0.000,-0.224,-4.750,-15.750,-29.875,1.148,0.336,9.891,0.003,-0.058,-0.016,-0.998,1,-42.611,-8.563,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
90,1.973677,0,0.074,-0.141,-0.012,6.638,1.861,179.828,-0.448,0.000,0.000,-5.688,-15.750,-27.875,1.148,0.328,9.891,0.002,-0.058,-0.016,-0.998,1,-38.402,-8.129,0.000,24.548,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0
