Line_Num,ESP32_Time,ID0,LinAcc_x,LinAcc_y,LinAcc_z,Pitch_deg,Roll_deg,Yaw_deg,Gyro_deg_x,Gyro_deg_y,Gyro_deg_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1,RawPress_Pa,RawAirspeed,CorrAirspeed,temp_C,ID2,latitude,longitude,heading,gnd_speed,gnd_speed_ms,altitude,hours,mins,secs,hundredths,satellites
1647,120.700378,0,0.012,-0.027,0.109,6.789,-0.796,-174.145,-0.448,-0.112,0.224,-2.688,-14.688,-29.25,1.18,-0.133,9.961,0.051,0.059,-0.01,0.997,1,-27.881,-6.927,0,28.456,2,41.519352,-86.239838,0,0.068,0.020725389,255.300003,11,48,46,72,12
1648,120.74836,0,0.012,0.043,-0.074,6.787,-0.894,-174.137,-2.462,0.112,0.224,-3.188,-13.125,-30.812,1.18,-0.172,9.953,0.052,0.059,-0.011,0.997,1,-27.881,-6.927,0,28.456,2,41.519352,-86.239838,0,0.032,0.009753124,255.399994,11,48,46,76,12
1649,120.820381,0,0.012,0.082,0.012,6.779,-1.006,-174.136,-0.783,-0.112,-0.448,-3.562,-11.688,-33.625,1.18,-0.172,9.953,0.052,0.059,-0.012,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,0,0.12,0.036574215,255.399994,11,48,46,84,12
1650,120.865379,0,0.086,-0.355,-0.066,6.777,-0.97,-174.113,1.679,0,-0.671,-2.625,-14.062,-31.125,1.18,-0.156,9.945,0.052,0.059,-0.011,0.997,1,-27.881,-6.927,0,28.456,2,41.519352,-86.239838,0,0.074,0.022554099,255.399994,11,48,46,88,12
1651,120.949379,0,0.27,0.41,-0.211,6.787,-0.876,-174.08,2.014,-0.56,-0.895,-0.938,-14.562,-31.062,1.18,-0.148,9.938,0.052,0.059,-0.011,0.997,1,-32.09,-7.431,0,28.456,2,41.519352,-86.239838,0,0.017,0.005181347,255.300003,11,48,46,96,12
1652,121.007362,0,-0.059,-0.07,0.117,6.79,-0.932,-174.076,-4.029,-0.448,0.448,-4,-12.688,-31.25,1.203,-0.18,9.93,0.052,0.059,-0.011,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,0,0.084,0.025601951,255.300003,11,48,47,0,12
1653,121.07238,0,0.02,0.051,0.203,6.818,-1.212,-174.093,-2.126,0.112,0.336,-0.188,-11.625,-30.938,1.211,-0.219,9.906,0.052,0.059,-0.014,0.997,1,-27.881,-6.927,0,28.456,2,41.519352,-86.239838,0,0.044,0.013410546,255.399994,11,48,47,8,12
1654,121.146378,0,0.047,-0.125,-0.102,6.84,-1.239,-174.095,-0.56,-0.224,-0.224,0.188,-13.812,-32.125,1.227,-0.227,9.906,0.052,0.059,-0.014,0.997,1,-27.881,-6.927,0,28.456,2,41.519352,-86.239838,0,0.046,0.014020116,255.300003,11,48,47,16,12
1655,121.217377,0,0.156,-0.359,-0.027,6.848,-0.971,-174.065,3.245,0.112,-0.224,-2.375,-12.438,-31.812,1.242,-0.188,9.906,0.052,0.059,-0.012,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,0,0.096,0.029259372,255.300003,11,48,47,24,12
1656,121.263374,0,-0.203,0.129,-0.316,6.873,-0.913,-174.061,-1.79,-0.56,-0.112,-3.688,-14.625,-32.562,1.242,-0.18,9.906,0.052,0.059,-0.011,0.997,1,-27.881,-6.927,0,28.456,2,41.519352,-86.239838,0,0.035,0.010667479,255.399994,11,48,47,28,12
1657,121.337379,0,0.031,-0.062,-0.242,6.878,-1.019,-174.075,-4.252,-0.56,0.224,-2.125,-14.688,-31.375,1.234,-0.18,9.93,0.052,0.059,-0.012,0.997,1,-32.09,-7.431,0,28.456,2,41.519352,-86.239838,0,0.032,0.009753124,255.399994,11,48,47,36,12
1658,121.384377,0,-0.066,0.082,0.332,6.906,-1.152,-174.097,-3.693,0.112,-0.112,-3.5,-11,-30.812,1.227,-0.203,9.922,0.052,0.06,-0.013,0.997,1,-14.203,-4.944,0,28.456,2,41.519352,-86.239838,0,0.054,0.016458397,255.399994,11,48,47,40,12
1659,121.501381,0,0.285,0.059,-0.125,6.9,-1.298,-174.063,-0.112,-0.224,-0.895,-0.312,-14,-30.812,1.211,-0.227,9.93,0.052,0.06,-0.014,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.03,0.009143554,255.399994,11,48,47,52,12
1660,121.579376,0,0.109,-0.238,0.531,6.901,-1.303,-174.028,1.455,-0.671,-0.224,-2.562,-15.062,-30.438,1.195,-0.203,9.906,0.053,0.06,-0.014,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.12,0.036574215,255.399994,11,48,47,60,12
1661,121.657379,0,0.062,0.41,-0.133,6.888,-0.909,-174.005,1.231,0.671,0.895,-3.25,-15.562,-30.75,1.203,-0.203,9.945,0.053,0.06,-0.011,0.997,1,-27.881,-6.927,0,28.456,2,41.519352,-86.239838,0,0.095,0.028954587,255.399994,11,48,47,68,12
1662,121.703377,0,0.02,-0.023,-0.117,6.891,-1.114,-174.038,-6.043,-0.448,0.224,-0.375,-13,-31.375,1.211,-0.219,9.922,0.052,0.06,-0.013,0.997,1,-14.203,-4.944,0,28.456,2,41.519352,-86.239838,0,0.086,0.026211521,255.399994,11,48,47,72,12
1663,121.777374,0,0.055,-0.23,0.348,6.908,-1.303,-174.05,-2.014,-0.448,-0.336,-0.188,-14.625,-31.062,1.211,-0.242,9.914,0.052,0.06,-0.014,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,0,0.081,0.024687595,255.399994,11,48,47,80,12
1664,121.824379,0,0.02,-0.152,0.156,6.889,-1.079,-174.029,2.798,0.448,-0.336,-0.312,-14.438,-30.312,1.203,-0.203,9.938,0.053,0.06,-0.013,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.054,0.016458397,255.399994,11,48,47,84,12
1665,121.907379,0,-0.027,-0.453,-0.188,6.882,-0.932,-174.034,5.371,0.671,-0.112,-3.938,-12.25,-33.438,1.219,-0.18,9.953,0.052,0.06,-0.011,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,0,0.145,0.044193843,255.399994,11,48,47,92,12
1666,121.954376,0,0.004,-0.254,0.293,6.904,-1.117,-174.101,-3.133,-0.448,0.895,-3.312,-11.812,-31.562,1.227,-0.234,9.93,0.052,0.06,-0.013,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.11,0.033526364,255.399994,11,48,47,96,12
1667,122.027374,0,-0.152,0.488,-0.027,6.9,-1.301,-174.113,-2.462,-0.112,-0.224,-0.5,-12.375,-31.562,1.227,-0.273,9.93,0.052,0.06,-0.014,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.051,0.015544041,255.399994,11,48,48,4,12
1668,122.074379,0,0.094,-0.117,0.219,6.902,-1.225,-174.143,6.491,-0.336,0.336,-2.812,-13.25,-30.375,1.211,-0.227,9.938,0.052,0.06,-0.014,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.204,0.062176166,255.399994,11,48,48,8,12
1669,122.148376,0,0.172,0.043,0.172,6.899,-0.89,-174.172,4.7,-0.224,0.448,-0.375,-16.25,-30.312,1.211,-0.188,9.938,0.051,0.06,-0.011,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.046,0.014020116,255.399994,11,48,48,16,12
1670,122.217377,0,0.047,0.09,-0.324,6.898,-0.76,-174.221,-3.693,-0.448,0.895,-3,-14.312,-31,1.219,-0.18,9.938,0.051,0.06,-0.01,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.243,0.074062786,255.399994,11,48,48,24,12
1671,122.347382,0,-0.043,-0.184,-0.125,6.912,-1.037,-174.293,-3.469,0.336,0.671,-2.688,-13.812,-30.688,1.227,-0.211,9.93,0.05,0.06,-0.012,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.059,0.017982322,255.399994,11,48,48,36,12
1672,122.427376,0,-0.188,0.242,0.285,6.92,-1.058,-174.295,2.574,-0.336,-0.671,-1.688,-11.188,-32.562,1.234,-0.148,9.938,0.05,0.06,-0.012,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.054,0.016458397,255.399994,11,48,48,44,12
1673,122.463379,0,-0.059,0.195,-0.059,6.929,-0.676,-174.258,0.671,0.895,0.224,-2.75,-13.125,-30.812,1.219,-0.133,9.938,0.05,0.06,-0.009,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.12,0.036574215,255.399994,11,48,48,48,12
1674,122.547379,0,0.172,0.242,-0.113,6.938,-0.726,-174.268,-1.679,0.783,0.448,-1.688,-11.625,-31.688,1.211,-0.141,9.945,0.05,0.06,-0.009,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.132,0.040231637,255.399994,11,48,48,56,12
1675,122.62738,0,-0.336,0.066,-0.594,6.922,-0.818,-174.266,-2.014,-0.56,0.336,-1.688,-15.562,-29.938,1.219,-0.156,9.984,0.05,0.06,-0.01,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.169,0.051508686,255.399994,11,48,48,64,12
1676,122.662376,0,-0.297,0.379,-0.48,6.932,-0.876,-174.319,0.56,-0.224,0.671,-2.062,-12.25,-31.5,1.219,-0.156,9.969,0.05,0.06,-0.011,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.147,0.044803414,255.399994,11,48,48,68,12
1677,122.737381,0,0.203,0.297,-0.625,6.941,-0.925,-174.322,-3.357,0.448,0.336,-1.375,-14,-32,1.219,-0.164,9.969,0.05,0.06,-0.011,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,0,0.095,0.028954587,255.399994,11,48,48,76,12
1678,122.826378,0,1.035,-1.57,0.531,6.917,-1.143,-174.314,1.902,2.35,0.336,-3.375,-14.188,-31.375,1.227,-0.195,9.961,0.05,0.06,-0.013,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.147,0.044803414,255.399994,11,48,48,84,12
1679,122.862381,0,0.586,-0.324,0.656,6.915,-1.24,-174.284,-2.798,-0.56,-2.238,-1.938,-13.125,-31.312,1.219,-0.188,9.953,0.05,0.06,-0.014,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.243,0.074062786,255.399994,11,48,48,88,12
1680,122.946381,0,-0.793,0.512,-0.57,6.909,-1.111,-174.227,-0.448,-0.56,-1.79,-2.688,-13.812,-30.688,1.227,-0.18,9.953,0.051,0.06,-0.013,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.208,0.063395306,255.399994,11,48,48,96,12
1681,122.981377,0,-0.305,-0.148,-0.801,6.908,-1.066,-174.19,1.679,2.798,0.671,-1.625,-15.875,-29.875,1.227,-0.18,9.953,0.051,0.06,-0.012,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,0,0.272,0.082901554,255.399994,11,48,49,0,12
1682,123.075378,0,0.809,-0.34,0.5,6.868,-1.111,-174.206,-2.462,-1.679,-0.336,-0.625,-13.938,-31.188,1.227,-0.172,9.953,0.051,0.059,-0.013,0.997,1,-14.203,-4.944,0,28.456,2,41.519352,-86.239838,0,0.51,0.155440415,255.399994,11,48,49,8,12
1683,123.147377,0,2.414,-0.262,0.195,6.88,-1.118,-174.326,-1.567,-2.014,0.224,-0.688,-13.188,-31.75,1.242,-0.172,9.953,0.05,0.059,-0.013,0.997,1,-14.203,-4.944,0,28.456,2,41.519352,-86.239838,0,0.635,0.193538555,255.399994,11,48,49,16,12
1684,123.217377,0,0.699,-0.801,0.809,6.899,-1.078,-174.38,3.469,4.476,1.79,-2.312,-13.5,-30.812,1.242,-0.164,9.953,0.049,0.06,-0.012,0.997,1,-14.203,-4.944,0,28.456,2,41.519352,-86.239838,262.26001,0.903,0.275220969,255.399994,11,48,49,24,12
1685,123.262375,0,2.723,-0.363,-1.109,6.918,-1.191,-174.408,4.364,2.686,1.567,-2.562,-11.625,-31.188,1.258,-0.18,9.953,0.049,0.06,-0.013,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239838,267.079987,0.954,0.290765011,255.399994,11,48,49,28,12
1686,123.345375,0,1.594,-0.875,-1.629,6.951,-1.296,-174.428,-1.79,0.224,0.448,-1.938,-12.25,-33.125,1.281,-0.211,9.938,0.049,0.06,-0.014,0.997,1,-11.047,-4.36,0,28.456,2,41.519352,-86.239838,269.779999,1.354,0.412679061,255.399994,11,48,49,36,12
1687,123.382378,0,2.398,0.543,-0.363,6.882,-1.172,-174.407,7.722,2.35,0.336,-3,-14.25,-31.438,1.297,-0.188,9.945,0.049,0.059,-0.013,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,269.799988,1.647,0.501981103,255.399994,11,48,49,40,12
1688,123.468376,0,0.461,-0.555,1.477,6.919,-0.923,-174.378,1.455,-1.79,-1.902,-3.75,-14,-32.312,1.312,-0.133,9.938,0.049,0.06,-0.011,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,271.5,2.088,0.636391344,255.399994,11,48,49,48,12
1689,123.547379,0,1.387,-0.625,-0.938,7.156,-0.174,-174.367,14.1,-2.574,1.119,-2.125,-15.625,-29.562,1.375,-0.016,9.938,0.049,0.062,-0.005,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,274.23999,2.279,0.694605303,255.399994,11,48,49,56,12
1690,123.591377,0,1.172,-2.188,1.637,7.184,-0.193,-174.467,-11.526,-3.917,2.014,-3.062,-14.188,-30.188,1.414,-0.055,9.93,0.048,0.062,-0.005,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,275.690002,2.513,0.765925023,255.399994,11,48,49,60,12
1691,123.665375,0,-0.062,-1.152,1.52,7.327,-0.693,-174.604,-14.548,1.119,1.007,-2.938,-11.938,-31.125,1.445,-0.117,9.922,0.047,0.064,-0.009,0.997,1,-21.568,-6.092,0,28.456,2,41.519352,-86.239838,274.690002,3.124,0.952148735,255.399994,11,48,49,68,12
1692,123.747375,0,4.211,-0.004,0.266,7.305,-0.676,-174.659,13.317,-3.805,2.126,-1.625,-12.188,-31.938,1.492,-0.094,9.922,0.047,0.063,-0.009,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239838,275.869995,3.501,1.067052728,255.399994,11,48,49,76,12
1693,123.78138,0,4.609,1.512,0.426,7.492,-0.201,-174.72,10.855,3.693,2.35,-0.25,-14.188,-31.562,1.516,0,9.914,0.046,0.065,-0.005,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239845,275.73999,3.641,1.109722646,255.399994,11,48,49,80,12
1694,123.865379,0,2.945,0.645,-0.523,7.424,0.05,-174.794,-1.119,-0.895,2.686,-2.188,-14.875,-30.062,1.531,0.008,9.906,0.045,0.065,-0.003,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239845,273.950012,4.152,1.265467845,255.399994,11,48,49,88,12
1695,123.901375,0,3.367,-0.344,3.199,7.372,0.106,-174.875,2.126,0.224,1.79,-2.938,-15.062,-30.438,1.57,0,9.898,0.045,0.064,-0.002,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239845,273.690002,4.491,1.368790003,255.399994,11,48,49,92,12
1696,123.952377,0,3.941,-1.094,-0.277,7.5,-0.075,-174.936,-7.274,-4.476,2.798,-0.5,-12,-32.062,1.602,-0.023,9.891,0.044,0.065,-0.004,0.997,1,-24.725,-6.523,0,28.456,2,41.519352,-86.239845,273.48999,4.761,1.451081987,255.399994,11,48,49,96,12
1697,124.082375,0,1.344,1.207,3.168,7.372,-0.371,-174.983,8.505,7.386,0.336,-1.625,-13.125,-30.125,1.617,-0.078,9.891,0.044,0.064,-0.006,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239845,273.420013,5.69,1.73422737,255.399994,11,48,50,8,12
1698,124.179375,0,2.535,-0.137,-1.305,7.527,-0.386,-174.991,5.595,5.707,-1.231,-2.812,-12.562,-30.938,1.727,0.047,9.883,0.044,0.065,-0.006,0.997,1,-3.682,-2.517,0,28.456,2,41.519352,-86.239853,272.269989,7.249,2.209387382,255.399994,11,48,50,20,12
1699,124.22438,0,4.289,-1.332,0.672,7.606,0.734,-175.19,6.491,-3.581,1.455,-3.688,-15.562,-30.625,1.828,0.109,9.867,0.041,0.067,0.004,0.997,1,-6.839,-3.431,0,28.456,2,41.519352,-86.239853,271.959991,7.786,2.373056995,255.399994,11,48,50,24,12
1700,124.305382,0,3.605,-2.023,-0.746,7.641,0.558,-175.321,-7.274,2.91,2.462,-1.375,-15.438,-29.188,1.867,0.078,9.859,0.04,0.067,0.002,0.997,1,-6.839,-3.431,0,28.456,2,41.519352,-86.239853,273.519989,8.91,2.715635477,255.399994,11,48,50,32,12
1701,124.340378,0,6.156,-0.312,2.164,7.536,0.201,-175.465,-25.403,2.462,5.148,-2.75,-13.562,-30.312,1.938,0.062,9.859,0.039,0.066,-0.001,0.997,1,-17.36,-5.466,0,28.456,2,41.519352,-86.239853,273.220001,9.359,2.852483999,255.399994,11,48,50,36,12
1702,124.425377,0,2.664,-0.879,-5.574,7.509,0.544,-175.772,-12.086,1.343,6.826,-2.875,-12.75,-29.688,1.969,0.07,9.859,0.036,0.066,0.002,0.997,1,-11.047,-4.36,0,28.456,2,41.519352,-86.239861,271.200012,10.821,3.298079854,255.399994,11,48,50,44,12
1703,124.46138,0,5.449,2.918,0.871,7.455,0.749,-176.355,-2.462,5.148,6.602,-2.5,-15.562,-29.5,2.062,0.133,9.852,0.031,0.065,0.004,0.997,1,-6.839,-3.431,0,28.456,2,41.519352,-86.239861,271.320007,11.538,3.516610789,255.399994,11,48,50,48,12
1704,124.580376,0,6.551,1.5,3.637,7.333,0.935,-176.786,-2.238,3.693,7.05,-2.75,-13.562,-30.312,2.117,0.133,9.844,0.027,0.064,0.006,0.998,1,3.683,2.517,0,28.554,2,41.519352,-86.239876,271.570007,14.011,4.270344407,255.399994,11,48,50,60,12
1705,124.620377,0,3.953,-1.754,-6.852,6.981,0.641,-177.887,-15.219,5.26,11.526,-2.062,-15,-31.312,2.234,0,9.836,0.018,0.061,0.004,0.998,1,14.204,4.944,0,28.554,2,41.519352,-86.239876,271.869995,14.748,4.494971045,255.399994,11,48,50,64,12
1706,124.705376,0,4.594,0.441,-3.02,6.912,0.21,-178.376,7.498,-2.462,13.653,-1,-14.688,-30.25,2.312,-0.109,9.82,0.014,0.06,0.001,0.998,1,3.683,2.517,0,28.554,2,41.519352,-86.239883,271.940002,16.265,4.957330082,255.399994,11,48,50,72,12
1707,124.741379,0,2.988,-2.633,-3.977,7.074,-1.413,-179.611,-32.117,0.224,15.107,-2.188,-14.438,-31,2.453,-0.367,9.797,0.004,0.062,-0.013,0.998,1,20.517,5.942,5.942,28.554,2,41.519352,-86.239883,272.089996,16.978,5.174641877,255.399994,11,48,50,76,12
1708,124.825378,0,5.73,1.668,4.129,7.133,-2.398,179.647,-9.624,1.455,20.031,-2.5,-12.25,-31.062,2.508,-0.531,9.773,0.002,-0.062,0.021,-0.998,1,27.881,6.927,6.927,28.554,2,41.519352,-86.239891,271.76001,18.644,5.682413898,255.399994,11,48,50,84,12
1709,124.898376,0,5.605,1.105,3.961,7.092,-2.948,178.906,-30.326,0.224,19.695,-4.5,-12.062,-30.938,2.641,-0.789,9.75,0.008,-0.062,0.025,-0.998,1,24.725,6.523,6.523,28.554,2,41.519352,-86.239891,271.470001,20.249,6.171594026,255.399994,11,48,50,92,12
1710,124.951378,0,5.805,2.449,0.535,6.904,-4.292,176.501,0.448,-0.224,26.41,-1.688,-12.125,-30.688,2.766,-0.961,9.727,0.028,-0.061,0.036,-0.997,1,35.246,7.788,7.788,28.554,2,41.519352,-86.239899,270.660004,21.093,6.428832673,255.399994,11,48,50,96,12
1711,125.025375,0,4.414,2.828,-0.867,6.894,-4.783,175.019,-15.891,0.224,28.536,-4.438,-9.25,-31.562,2.836,-1.062,9.719,0.041,-0.062,0.039,-0.996,1,38.403,8.129,8.129,28.554,2,41.519352,-86.239906,269.470001,22.883,6.974398049,255.399994,11,48,51,4,12
1712,125.07238,0,3.316,3.496,0.184,6.853,-5.847,173.452,-32.565,-2.574,29.543,-3.25,-9,-32.062,2.969,-1.398,9.672,0.054,-0.062,0.047,-0.995,1,41.559,8.457,8.457,28.554,2,41.519352,-86.239906,269.130005,23.697,7.222493142,255.399994,11,48,51,8,12
1713,125.14238,0,2.688,0.41,-2.848,6.815,-7.551,171.947,-23.948,1.231,23.612,-4.125,-9.062,-31.188,3.039,-1.609,9.648,0.066,-0.064,0.061,-0.994,1,38.403,8.129,8.129,28.554,2,41.519352,-86.239914,267.649994,25.273,7.702834502,255.399994,11,48,51,16,12
1714,125.22538,0,2.062,0.633,-2.332,6.76,-9.457,170.404,-28.76,-2.91,28.312,-5.625,-8.188,-33.375,3.164,-2.102,9.555,0.078,-0.065,0.077,-0.992,1,48.924,9.176,9.176,28.554,2,41.519352,-86.239922,265.970001,26.559,8.094788174,255.399994,11,48,51,24,12
1715,125.305382,0,4.879,5.676,5.246,6.658,-11.527,168.453,-14.66,-6.155,22.045,-6.875,-8.25,-32.438,3.305,-2.508,9.461,0.094,-0.068,0.094,-0.989,1,48.924,9.176,9.176,28.554,2,41.519352,-86.239929,263.859985,28.019,8.539774459,255.5,11,48,51,32,12
1716,125.418381,0,5.469,4.52,1.27,6.783,-13.051,166.546,0.336,-4.364,17.457,-9.188,-5.688,-33.312,3.477,-2.703,9.414,0.109,-0.072,0.106,-0.986,1,41.559,8.457,8.457,28.554,2,41.519348,-86.239944,259.480011,30.305,9.236513258,255.5,11,48,51,44,12
1717,125.50338,0,5.016,4.883,5.781,7.023,-13.389,165.192,9.4,-9.176,6.491,-9.562,-2.875,-33.875,3.781,-2.57,9.43,0.121,-0.075,0.108,-0.984,1,85.748,12.148,12.148,28.554,2,41.519348,-86.239952,258.480011,32.31,9.847607437,255.600006,11,48,51,52,12
1718,125.584381,0,4.547,4.168,4.508,7.662,-10.668,163.982,44.986,-4.141,7.162,-7.188,-5.5,-33.812,4.016,-2.016,9.57,0.132,-0.079,0.083,-0.985,1,75.227,11.378,11.378,28.554,2,41.519344,-86.23996,255.800003,33.26,10.13715331,255.600006,11,48,51,60,12
1719,125.664375,0,4.527,3.68,5.203,8.222,-7.068,163.18,63.339,-6.714,10.072,-8.438,-5.625,-32.5,4.25,-1.281,9.695,0.141,-0.08,0.05,-0.985,1,88.904,12.369,12.369,28.554,2,41.519344,-86.239967,255.139999,34.673,10.56781469,255.699997,11,48,51,68,12
1720,125.745377,0,4.098,4.176,3.41,9,-3.202,162.282,42.077,-7.386,17.122,-10.5,-7.875,-32.312,4.523,-0.664,9.727,0.151,-0.082,0.015,-0.985,1,64.706,10.552,10.552,28.554,2,41.519341,-86.239983,254.399994,36.507,11.12679061,255.800003,11,48,51,76,12
1721,125.82338,0,3.258,3.129,2.305,9.99,-0.9,160.919,38.384,-7.722,14.436,-9.875,-10.75,-30.125,4.789,-0.344,9.719,0.164,-0.087,-0.007,-0.982,1,92.061,12.587,12.587,28.554,2,41.519341,-86.23999,253.399994,38.123,11.61932338,255.899994,11,48,51,84,12
1722,125.904381,0,1.547,0.652,5.809,10.987,0.829,159.965,32.005,-7.05,5.931,-10.312,-11.75,-27.812,5.125,0.109,9.695,0.174,-0.093,-0.024,-0.98,1,102.582,13.287,13.287,28.554,2,41.519337,-86.239998,252.440002,38.936,11.86711368,256.100006,11,48,51,92,12
1723,125.951378,0,-1.477,0.602,-0.129,11.928,3.193,159.545,25.626,-3.581,4.364,-12.062,-14.062,-27.188,5.336,0.336,9.703,0.179,-0.097,-0.046,-0.978,1,88.904,12.369,12.369,28.554,2,41.519337,-86.240005,251.809998,40.037,12.20268211,256.100006,11,48,51,96,12
1724,126.023376,0,1.898,4.379,4.566,12.281,3.448,159.566,11.414,-4.588,-1.455,-15.062,-15.938,-25.375,5.391,0.398,9.719,0.179,-0.1,-0.048,-0.977,1,96.269,12.871,12.871,28.554,2,41.519333,-86.240013,251.059998,41.172,12.54861323,256.299988,11,48,52,4,12
1725,126.078377,0,1.836,3.793,10.848,12.528,4.006,159.785,-4.029,-6.267,-4.364,-12.812,-14.375,-26.625,5.547,0.523,9.773,0.178,-0.101,-0.053,-0.977,1,134.146,15.194,15.194,28.554,2,41.519329,-86.240021,250.300003,41.65,12.69430052,256.399994,11,48,52,8,12
1726,126.18438,0,0.145,0.488,6.727,12.794,4.136,160.432,1.902,-6.826,-12.422,-13.312,-17.5,-23.875,5.617,0.648,9.805,0.173,-0.104,-0.054,-0.978,1,134.146,15.194,15.194,28.554,2,41.519329,-86.240044,249.309998,42.691,13.01158183,256.799988,11,48,52,20,12
1727,126.428375,0,-1.824,1.48,4.066,18.293,3.389,169.252,-14.883,-11.079,-8.841,-14.375,-17.562,-26.688,5.852,0.766,9.875,0.097,-0.155,-0.044,-0.982,1,165.709,16.887,16.887,28.554,2,41.519318,-86.240082,248.25,44.977,13.70832063,257.899994,11,48,52,44,12
1728,126.508377,0,0.125,0.734,3.871,20.199,2.839,170.095,19.919,-9.288,-1.231,-14.312,-15.312,-25.5,6.281,1.68,10,0.089,-0.173,-0.039,-0.98,1,134.146,15.194,15.194,28.554,2,41.519314,-86.240089,247.869995,45.78,13.95306309,258.299988,11,48,52,52,12
1729,126.584381,0,-4.449,-3.637,1.352,24.173,8.998,171.766,21.374,-6.602,-0.224,-17.25,-19.25,-22.438,6.375,1.969,9.992,0.086,-0.203,-0.091,-0.971,1,138.354,15.43,15.43,28.554,2,41.519306,-86.240105,247.960007,46.261,14.09966474,258.700012,11,48,52,60,12
1730,126.741379,0,-3.945,-5.168,-0.602,24.936,10.551,172.337,29.991,-3.917,-9.176,-15.375,-18.375,-21.5,6.453,2.328,9.977,0.085,-0.208,-0.104,-0.969,1,155.188,16.342,16.342,28.554,2,41.519302,-86.240128,248.380005,47.25,14.40109723,259.600006,11,48,52,76,12
1731,126.825378,0,-0.621,0.66,-0.59,25.706,11.441,173.217,11.191,-2.574,-3.693,-15.312,-22.438,-20.625,6.602,2.5,10.047,0.08,-0.215,-0.11,-0.967,1,162.553,16.725,16.725,28.554,2,41.519299,-86.240135,248.979996,47.611,14.51112466,260,11,48,52,84,12
1732,126.985374,0,-3.727,-1.941,0.246,27.042,11.629,174.246,-15.779,-4.029,-4.252,-16.438,-19.938,-20.25,6.641,2.352,10.102,0.072,-0.227,-0.11,-0.965,1,165.709,16.887,16.887,28.554,2,41.519291,-86.240166,249.050003,48.641,14.82505334,260.899994,11,48,53,0,12
1733,127.305351,0,-1.188,2.273,3.969,29.109,4.573,175.632,-19.695,-3.693,-4.141,-13.875,-17,-23.125,6.891,0.203,10.602,0.047,-0.249,-0.048,-0.966,1,219.367,19.43,19.43,28.554,2,41.519279,-86.240211,247.289993,48.838,14.88509601,262.799988,11,48,53,28,12
1734,127.35038,0,-1.871,1.852,1.422,31.03,0.265,176.901,-12.869,-1.343,-1.567,-19,-13.438,-24.812,6.891,0.164,10.609,0.027,-0.267,-0.009,-0.963,1,219.367,19.43,19.43,28.554,2,41.519276,-86.240227,247.289993,48.616,14.81743371,263.399994,11,48,53,36,12
1735,127.422379,0,-1.641,1.957,2.289,31.524,-0.82,177.174,-33.348,-11.191,-4.924,-19,-13.438,-24.812,6.922,-0.117,10.664,0.022,-0.272,0,-0.962,1,204.638,18.766,18.766,28.554,2,41.519272,-86.240234,247.089996,48.53,14.79122219,264.100006,11,48,53,44,12
