Line_Num,ESP32_Time_s,ID0_IMU,LinAcc_x,LinAcc_y,LinAcc_z,Pitch,Roll,Yaw,Gyro_x,Gyro_y,Gyro_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1_ASPD,RawPress_Pa,temp_C,RawAirspeed,CorrAirspeed,ID2_GPS,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites,ID3_AP,Flight_Phase,AP_Mode,AP_HDG,AP_ROLL_TGT,AP_PITCH_TGT,ID4_SERVO,servo_L_angle,servo_R_angle,servo_Angle_TGT,servo_Action_TGT
1,0.198599,0,1.474,-0.615,-0.423,-0.701,33.704,254.571,6.043,1.231,-1.679,-31.875,5.125,22.375,-0.205,-17.558,-26.119,0.234,-0.760,0.581,-0.171,1,-33.736,-4.348,-23.827,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
2,0.322486,0,-1.692,4.639,-3.832,-0.709,33.490,254.141,-14.883,2.238,-2.798,-31.875,5.125,22.375,-0.205,-17.532,-26.119,0.233,-0.763,0.579,-0.169,1,-33.352,-4.326,-23.691,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
3,0.387912,0,-0.513,-0.551,-3.306,-0.437,35.365,254.475,-23.724,7.162,-4.252,-31.875,5.125,22.375,0.154,-17.173,-26.349,0.244,-0.758,0.577,-0.181,1,-34.541,-4.335,-24.109,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
4,0.438034,0,-1.051,0.372,0.115,0.722,31.551,253.935,-32.005,26.186,-5.931,-31.875,5.125,22.375,0.564,-16.532,-26.759,0.214,-0.770,0.577,-0.168,1,-35.218,-4.350,-24.344,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
5,0.483491,0,2.294,1.448,0.397,0.806,31.848,254.208,29.096,-12.757,10.407,-31.875,5.125,22.375,0.615,-16.661,-26.657,0.215,-0.768,0.579,-0.171,1,-33.812,-4.354,-23.854,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
6,0.532286,0,-0.141,-0.807,1.000,-0.260,31.575,253.807,-56.065,-17.905,-9.848,-31.875,5.125,22.375,0.077,-16.763,-26.606,0.219,-0.769,0.578,-0.162,1,-35.053,-4.319,-24.288,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
7,0.597133,0,0.231,-0.577,0.384,-0.053,30.131,253.162,3.357,11.302,-8.057,-31.875,5.125,22.375,0.077,-15.866,-27.169,0.209,-0.775,0.576,-0.155,1,-34.240,-4.324,-24.004,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
8,0.649281,0,0.513,-0.218,-0.525,-0.056,30.322,253.413,1.455,-16.786,17.010,-31.875,5.125,22.375,0.000,-15.994,-27.118,0.210,-0.774,0.577,-0.156,1,-35.277,-4.326,-24.365,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_PROT_ROLL_MAX,0.000,-30.000,0.000,4,20,15,20,ROLL_LEFT
9,0.707084,0,-0.769,-1.012,-0.295,-0.619,29.798,253.568,-18.912,6.602,-9.512,-31.875,5.125,22.375,-0.026,-15.430,-27.426,0.209,-0.773,0.580,-0.150,1,-35.280,-4.330,-24.366,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
10,0.767574,0,2.307,1.166,1.397,-0.276,28.412,253.390,-15.779,-1.679,10.183,-31.875,5.125,22.375,0.000,-15.046,-27.631,0.198,-0.777,0.580,-0.145,1,-34.891,-4.294,-24.231,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,-30.000,0.000,4,20,15,20,ROLL_LEFT
11,0.811240,0,-1.166,0.820,0.372,-0.881,27.998,253.383,-15.555,-1.902,-10.967,-31.875,5.125,22.375,-0.333,-14.764,-27.759,0.198,-0.777,0.581,-0.139,1,-35.117,-4.307,-24.310,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,-30.000,0.000,4,20,15,20,ROLL_LEFT
12,0.879499,0,-0.320,1.077,1.179,-0.080,26.713,253.100,-16.226,16.786,-5.483,-31.875,5.125,22.375,0.000,-14.302,-27.990,0.186,-0.781,0.580,-0.137,1,-35.799,-4.330,-24.544,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,-30.000,0.000,4,20,15,20,ROLL_LEFT
13,0.921492,0,-0.269,-0.064,1.025,0.445,27.124,253.227,17.905,3.581,2.798,-31.875,5.125,22.375,0.410,-14.507,-27.913,0.186,-0.781,0.579,-0.143,1,-35.103,-4.279,-24.305,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,-30.000,0.000,4,20,15,20,ROLL_LEFT
14,1.001355,0,-0.769,0.179,0.897,0.332,27.006,253.389,-15.667,-9.736,8.952,-31.875,5.125,22.375,0.384,-14.431,-27.938,0.186,-0.780,0.581,-0.142,1,-35.199,-4.315,-24.338,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,-30.000,0.000,4,20,15,20,ROLL_LEFT
15,1.069498,0,0.461,-0.167,-1.038,-0.843,27.154,254.215,26.634,-14.324,26.298,-31.875,5.125,22.375,-0.590,-14.661,-27.810,0.192,-0.774,0.588,-0.136,1,-33.876,-4.337,-23.876,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
16,1.125980,0,-0.115,-1.115,-1.320,-1.803,28.073,254.815,2.686,13.205,0.112,-31.875,5.125,22.375,-0.871,-14.841,-27.708,0.202,-0.768,0.592,-0.135,1,-34.159,-4.310,-23.976,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
17,1.177210,0,1.666,0.820,0.423,-1.701,28.087,254.866,-3.021,4.029,6.938,-31.875,5.125,22.375,-0.590,-14.815,-27.733,0.201,-0.768,0.592,-0.136,1,-34.821,-4.303,-24.207,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
18,1.224467,0,-1.230,-1.974,0.795,-1.440,27.269,255.605,-23.276,-0.671,5.707,-31.875,5.125,22.375,-0.666,-14.456,-27.887,0.194,-0.766,0.598,-0.135,1,-34.133,-4.263,-23.967,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
19,1.268495,0,2.371,0.833,-0.333,-1.649,26.634,255.986,-0.783,-2.798,11.079,-31.875,5.125,22.375,-0.795,-14.149,-28.067,0.190,-0.765,0.602,-0.131,1,-34.682,-4.319,-24.158,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
20,1.328492,0,1.820,0.320,-0.077,-2.535,27.065,256.070,2.574,-18.017,6.043,-31.875,5.125,22.375,-1.384,-14.379,-27.913,0.198,-0.762,0.603,-0.127,1,-34.852,-4.357,-24.218,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
21,1.378488,0,-2.115,-0.948,0.269,-2.307,26.368,256.216,-20.031,20.255,-1.902,-31.875,5.125,22.375,-1.256,-14.072,-28.067,0.192,-0.763,0.604,-0.125,1,-35.473,-4.280,-24.433,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
22,1.455564,0,1.640,0.000,-1.884,-1.826,26.810,256.325,10.631,1.790,-2.798,-31.875,5.125,22.375,-1.153,-13.995,-28.118,0.192,-0.762,0.604,-0.131,1,-35.097,-4.265,-24.303,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
23,1.520480,0,-0.654,-0.782,0.218,-1.453,26.901,256.222,4.364,-3.245,1.231,-31.875,5.125,22.375,-0.692,-14.302,-27.964,0.191,-0.763,0.603,-0.134,1,-34.682,-4.319,-24.158,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
24,1.585339,0,-0.346,-1.358,-0.205,-1.758,26.820,256.239,7.722,1.231,0.895,-31.875,5.125,22.375,-0.846,-14.277,-27.964,0.192,-0.763,0.603,-0.131,1,-34.081,-4.307,-23.948,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
25,1.638705,0,0.282,0.525,-0.128,-1.355,26.837,256.145,-7.945,4.029,-5.036,-31.875,5.125,22.375,-0.641,-14.226,-28.015,0.190,-0.764,0.602,-0.134,1,-34.092,-4.327,-23.952,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
26,1.694359,0,-0.128,-0.730,-0.500,-1.274,26.851,256.134,-1.567,-1.007,4.141,-31.875,5.125,22.375,-0.641,-14.149,-28.041,0.189,-0.764,0.602,-0.135,1,-35.555,-4.292,-24.461,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
27,1.744833,0,1.153,0.705,-0.103,-1.279,26.660,256.212,2.686,-1.343,-9.176,-31.875,5.125,22.375,-0.538,-14.174,-28.041,0.188,-0.764,0.602,-0.134,1,-34.240,-4.322,-24.004,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
28,1.805545,0,1.461,1.884,0.397,-1.143,26.538,256.009,-11.414,0.783,5.148,-31.875,5.125,22.375,-0.538,-14.123,-28.067,0.187,-0.766,0.601,-0.134,1,-34.886,-4.284,-24.230,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
29,1.885419,0,2.332,0.705,0.231,-1.291,26.380,256.077,4.141,-3.693,-4.141,-31.875,5.125,22.375,-0.615,-13.995,-28.118,0.186,-0.765,0.602,-0.132,1,-34.450,-4.300,-24.078,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
30,1.948145,0,0.654,0.602,0.269,-1.234,26.675,255.833,10.855,-11.638,-9.624,-31.875,5.125,22.375,-0.590,-14.123,-28.067,0.188,-0.766,0.600,-0.133,1,-34.245,-4.336,-24.006,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
31,2.004354,0,1.115,0.859,0.115,-1.645,26.958,255.358,4.252,-5.483,5.595,-31.875,5.125,22.375,-0.974,-14.431,-27.887,0.193,-0.768,0.597,-0.131,1,-33.833,-4.256,-23.861,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
32,2.054904,0,-2.281,-1.346,-0.461,-2.022,27.693,255.108,4.252,-4.700,-9.736,-31.875,5.125,22.375,-1.025,-14.610,-27.810,0.200,-0.767,0.595,-0.132,1,-33.973,-4.240,-23.910,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
33,2.124965,0,0.410,0.641,-0.333,-1.778,27.473,255.241,-1.231,5.371,5.371,-31.875,5.125,22.375,-0.897,-14.507,-27.862,0.197,-0.767,0.596,-0.133,1,-34.956,-4.278,-24.254,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
34,2.184492,0,-1.794,-1.474,-0.782,-2.270,27.921,255.003,6.379,-4.029,0.671,-31.875,5.125,22.375,-1.179,-14.713,-27.733,0.203,-0.767,0.594,-0.132,1,-33.978,-4.252,-23.912,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
35,2.233317,0,1.089,1.435,0.871,-2.265,27.775,255.346,2.014,-4.029,5.483,-31.875,5.125,22.375,-1.205,-14.636,-27.759,0.202,-0.765,0.597,-0.131,1,-34.378,-4.303,-24.052,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
36,2.299003,0,0.974,-0.320,-0.807,-2.607,28.080,255.300,-0.112,1.902,1.343,-31.875,5.125,22.375,-1.384,-14.815,-27.682,0.206,-0.765,0.597,-0.131,1,-34.360,-4.271,-24.046,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
37,2.350488,0,0.269,0.859,0.718,-2.600,27.876,255.359,8.057,-10.407,-2.014,-31.875,5.125,22.375,-1.333,-14.661,-27.759,0.204,-0.765,0.597,-0.130,1,-34.360,-4.272,-24.046,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
38,2.444349,0,-0.833,-0.038,0.090,-2.715,28.100,255.205,-3.917,4.476,1.679,-31.875,5.125,22.375,-1.461,-14.815,-27.682,0.206,-0.765,0.596,-0.130,1,-35.047,-4.310,-24.286,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
39,2.513648,0,1.282,0.628,0.795,-3.255,28.688,255.124,7.722,1.679,0.783,-31.875,5.125,22.375,-1.743,-15.046,-27.528,0.213,-0.763,0.596,-0.129,1,-35.087,-4.247,-24.299,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
40,2.574492,0,-2.038,-1.961,-1.845,-3.775,29.332,254.787,9.064,-18.353,-1.679,-31.875,5.125,22.375,-1.922,-15.302,-27.375,0.220,-0.763,0.594,-0.128,1,-34.488,-4.230,-24.091,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
41,2.620083,0,0.103,-0.538,-0.167,-3.752,29.311,254.764,-6.379,5.819,-1.790,-31.875,5.125,22.375,-1.974,-15.302,-27.349,0.220,-0.763,0.594,-0.128,1,-35.534,-4.253,-24.454,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
42,2.696497,0,0.628,0.346,0.436,-3.695,28.974,254.904,-4.924,1.343,6.938,-31.875,5.125,22.375,-1.974,-15.225,-27.426,0.217,-0.763,0.595,-0.127,1,-34.383,-4.318,-24.054,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
43,2.737487,0,-0.679,-0.256,0.282,-3.842,28.980,255.118,-0.783,-2.798,-4.141,-31.875,5.125,22.375,-2.076,-15.200,-27.426,0.218,-0.762,0.596,-0.127,1,-33.835,-4.261,-23.862,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
44,2.793664,0,0.884,-0.064,-0.115,-3.517,28.688,255.180,-8.841,6.491,4.141,-31.875,5.125,22.375,-1.974,-15.123,-27.477,0.214,-0.763,0.597,-0.128,1,-34.655,-4.272,-24.149,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
45,2.852289,0,0.346,0.590,-0.038,-3.431,28.435,255.352,-2.350,-0.783,-0.448,-31.875,5.125,22.375,-1.845,-14.918,-27.580,0.212,-0.762,0.598,-0.127,1,-34.351,-4.257,-24.043,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
46,2.900496,0,-0.436,-1.064,-0.167,-3.202,28.414,255.171,-9.736,7.945,-0.112,-31.875,5.125,22.375,-1.692,-14.892,-27.605,0.211,-0.764,0.596,-0.128,1,-33.801,-4.334,-23.850,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
47,2.973257,0,-0.628,0.333,-0.038,-3.163,27.833,255.349,-6.043,-4.476,3.805,-31.875,5.125,22.375,-1.692,-14.687,-27.733,0.207,-0.764,0.598,-0.126,1,-34.065,-4.279,-23.943,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
48,3.017096,0,0.820,0.205,0.090,-3.155,27.834,255.315,1.567,2.686,2.574,-31.875,5.125,22.375,-1.692,-14.661,-27.733,0.207,-0.764,0.598,-0.126,1,-34.059,-4.260,-23.941,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
49,3.075402,0,-0.308,-0.295,-0.333,-3.199,27.794,255.224,-8.617,-2.014,-5.931,-31.875,5.125,22.375,-1.743,-14.661,-27.733,0.207,-0.765,0.598,-0.125,1,-33.185,-4.287,-23.631,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
50,3.123457,0,-0.359,0.654,-0.859,-3.036,27.057,255.149,-20.255,1.902,-0.783,-31.875,5.125,22.375,-1.640,-14.277,-27.938,0.201,-0.767,0.598,-0.122,1,-33.391,-4.262,-23.705,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
51,3.174488,0,-1.230,-1.166,-1.730,-3.042,26.094,255.080,-23.948,0.560,0.560,-31.875,5.125,22.375,-1.640,-13.790,-28.169,0.195,-0.769,0.598,-0.117,1,-32.651,-4.259,-23.440,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,0,-5,0,MAINTAIN_ANGLE
52,3.245496,0,0.525,-1.012,-1.423,-3.090,24.559,255.338,-50.022,-6.938,12.086,-31.875,5.125,22.375,-1.717,-12.790,-28.656,0.184,-0.770,0.601,-0.109,1,-32.834,-4.322,-23.506,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-5,-10,5,ROLL_RIGHT
53,3.302486,0,-1.141,-0.051,-2.832,-4.353,20.980,255.623,-34.803,-14.324,11.638,-31.875,5.125,22.375,-2.743,-10.381,-29.579,0.167,-0.772,0.608,-0.082,1,-33.468,-4.265,-23.732,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-9,-14,9,ROLL_RIGHT
54,3.363493,0,0.077,-0.372,1.192,-5.325,18.064,256.161,-26.298,-2.686,12.198,-31.875,5.125,22.375,-2.896,-9.714,-29.784,0.152,-0.772,0.614,-0.061,1,-33.526,-4.235,-23.753,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-12,-17,12,ROLL_RIGHT
55,3.408800,0,-0.628,1.833,-0.590,-5.694,16.333,256.672,-6.155,-3.917,-2.686,-31.875,5.125,22.375,-3.127,-8.740,-30.066,0.142,-0.771,0.619,-0.049,1,-33.917,-4.275,-23.891,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-14,-19,14,ROLL_RIGHT
56,3.482496,0,0.192,0.115,-0.192,-5.271,15.762,256.690,-18.912,11.750,6.043,-31.875,5.125,22.375,-2.948,-8.612,-30.117,0.136,-0.772,0.619,-0.049,1,-33.381,-4.242,-23.701,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-14,-19,14,ROLL_RIGHT
57,3.527584,0,0.295,0.654,0.795,-5.329,14.079,257.222,-37.488,2.910,13.205,-31.875,5.125,22.375,-2.922,-7.433,-30.450,0.124,-0.771,0.623,-0.040,1,-33.190,-4.302,-23.633,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-16,-21,16,ROLL_RIGHT
58,3.581555,0,-0.730,0.282,1.000,-5.610,12.552,257.731,6.938,-9.960,1.679,-31.875,5.125,22.375,-3.025,-6.792,-30.578,0.116,-0.770,0.627,-0.031,1,-32.717,-4.245,-23.464,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-17,-22,17,ROLL_RIGHT
59,3.639492,0,-0.205,-0.884,-0.205,-5.800,13.313,257.436,15.107,-3.581,-9.736,-31.875,5.125,22.375,-3.178,-7.202,-30.476,0.122,-0.770,0.625,-0.033,1,-32.931,-4.234,-23.541,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-17,-22,17,ROLL_RIGHT
60,3.702027,0,0.782,2.204,0.666,-5.951,13.281,257.128,21.150,-9.288,2.014,-31.875,5.125,22.375,-3.255,-7.177,-30.476,0.122,-0.772,0.623,-0.032,1,-33.007,-4.233,-23.568,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-17,-22,17,ROLL_RIGHT
61,3.762492,0,-1.256,-0.628,-0.141,-6.434,14.319,257.097,34.915,-4.476,-12.645,-31.875,5.125,22.375,-3.512,-7.741,-30.322,0.132,-0.770,0.623,-0.034,1,-32.288,-4.273,-23.310,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-16,-21,16,ROLL_RIGHT
62,3.816488,0,0.705,-0.128,0.692,-5.974,15.888,256.701,15.779,12.869,-1.007,-31.875,5.125,22.375,-3.127,-8.740,-30.066,0.140,-0.771,0.619,-0.045,1,-33.903,-4.247,-23.886,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-14,-19,14,ROLL_RIGHT
63,3.871280,0,-0.192,-1.102,-0.103,-6.018,19.246,256.483,55.953,-8.841,-9.064,-31.875,5.125,22.375,-3.230,-9.509,-29.835,0.163,-0.768,0.616,-0.063,1,-32.596,-4.293,-23.421,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-11,-16,11,ROLL_RIGHT
64,3.923495,0,0.051,1.038,-0.410,-6.036,20.280,256.277,34.019,-4.588,-7.274,-31.875,5.125,22.375,-3.306,-10.842,-29.374,0.170,-0.767,0.614,-0.068,1,-33.219,-4.352,-23.643,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,73.568,30.000,0.000,4,-10,-15,10,ROLL_RIGHT
