Line_Num,ESP32_Time_s,ID0_IMU,LinAcc_x,LinAcc_y,LinAcc_z,Pitch,Roll,Yaw,Gyro_x,Gyro_y,Gyro_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1_ASPD,RawPress_Pa,temp_C,RawAirspeed,CorrAirspeed,ID2_GPS,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites,ID3_AP,Flight_Phase,AP_Mode,AP_HDG,AP_ROLL_TGT,AP_PITCH_TGT,ID4_SERVO,servo_L_angle,servo_R_angle,servo_Angle_TGT,servo_Action_TGT
1,0.032957,0,3.435,2.127,2.576,16.198,-1.632,110.600,39.055,-25.291,8.057,-31.875,5.125,22.375,9.022,-0.743,30.989,0.815,0.069,-0.124,0.562,1,-37.534,-17.520,-24.400,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,-30.000,0.000,4,23,40,20,ROLL_LEFT
2,0.088156,0,-0.461,-0.987,2.397,16.877,-1.392,110.258,-28.872,5.595,0.671,-31.875,5.125,22.375,9.279,-0.769,30.912,0.812,0.074,-0.127,0.564,1,-38.951,-17.468,-24.857,0.000,2,41.519650,-86.239960,120.610001,2.329,244.699997,18,53,16,36,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,-30.000,0.000,4,23,40,20,ROLL_LEFT
3,0.150021,0,1.948,1.423,5.652,14.616,-1.211,110.804,11.638,70.053,-14.324,-31.875,5.125,22.375,7.587,-0.564,31.347,0.817,0.064,-0.111,0.562,1,-36.796,-17.484,-24.160,0.000,2,41.519650,-86.239960,119.559998,2.331,244.699997,18,53,16,40,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
4,0.204134,0,-4.229,-0.359,-15.533,11.526,-1.243,111.159,-17.345,1.007,7.498,-31.875,5.125,22.375,6.382,-0.692,31.655,0.821,0.048,-0.089,0.561,1,-36.580,-17.491,-24.089,0.000,2,41.519650,-86.239960,118.120003,2.393,244.800003,18,53,16,48,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
5,0.311398,0,5.139,6.100,-10.112,11.195,-0.757,110.859,46.777,66.360,43.419,-31.875,5.125,22.375,5.511,0.103,31.783,0.820,0.050,-0.084,0.564,1,-38.084,-17.467,-24.578,0.000,2,41.519650,-86.239960,120.730003,2.809,244.699997,18,53,16,60,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
6,0.386636,0,2.614,3.473,-2.845,6.264,1.258,110.818,9.176,13.764,-14.548,-31.875,5.125,22.375,3.563,1.179,32.014,0.822,0.040,-0.039,0.567,1,-37.475,-17.545,-24.381,0.000,2,41.519650,-86.239960,125.959999,2.792,244.699997,18,53,16,68,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
7,0.460012,0,-0.846,0.359,-1.845,4.543,2.860,111.553,5.036,21.150,-6.491,-31.875,5.125,22.375,1.717,2.153,32.116,0.825,0.043,-0.019,0.563,1,-38.364,-17.451,-24.669,0.000,2,41.519650,-86.239960,128.240005,2.709,244.699997,18,53,16,72,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
8,0.513034,0,-0.384,1.499,-1.538,0.455,5.071,111.894,27.193,30.662,-11.302,-31.875,5.125,22.375,0.026,3.025,32.091,0.828,0.039,0.021,0.560,1,-36.004,-17.493,-23.898,0.000,2,41.519650,-86.239960,129.389999,2.354,244.699997,18,53,16,80,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
9,0.579013,0,-0.500,2.115,-2.191,-0.738,6.330,112.185,17.681,7.274,-9.624,-31.875,5.125,22.375,-0.513,3.717,32.014,0.829,0.042,0.036,0.557,1,-37.400,-17.537,-24.357,0.000,2,41.519650,-86.239960,129.130005,2.186,244.800003,18,53,16,84,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
10,0.678413,0,0.525,2.743,-0.179,-1.389,7.951,112.737,17.793,-14.324,-8.841,-31.875,5.125,22.375,-0.641,4.921,31.860,0.831,0.051,0.048,0.552,1,-36.274,-17.457,-23.987,0.000,2,41.519650,-86.239960,127.660004,1.781,244.899994,18,53,16,96,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
11,0.739017,0,-5.024,6.228,-2.896,-0.724,9.247,113.649,30.326,0.783,-5.931,-31.875,5.125,22.375,-0.487,5.511,31.758,0.835,0.064,0.049,0.545,1,-36.714,-17.467,-24.133,0.000,2,41.519650,-86.239960,128.660004,1.673,244.899994,18,53,17,0,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
12,0.795616,0,-2.717,0.846,-1.961,-0.689,11.578,114.872,39.503,-18.129,-38.160,-31.875,5.125,22.375,-0.410,6.818,31.501,0.839,0.082,0.059,0.535,1,-37.367,-17.479,-24.346,0.000,2,41.519650,-86.239960,133.699997,1.566,244.899994,18,53,17,8,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-15,2,18,ROLL_RIGHT
13,0.871929,0,3.627,4.319,3.524,0.280,12.802,117.107,2.574,-23.724,-25.179,-31.875,5.125,22.375,0.410,7.638,31.271,0.848,0.096,0.056,0.519,1,-37.208,-17.446,-24.294,0.000,2,41.519650,-86.239960,136.210007,1.485,244.899994,18,53,17,12,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-14,3,17,ROLL_RIGHT
14,0.928462,0,-4.434,3.140,4.088,2.295,14.465,119.132,-16.003,-28.424,-27.305,-31.875,5.125,22.375,1.307,8.176,31.117,0.854,0.119,0.047,0.505,1,-37.139,-17.458,-24.272,0.000,2,41.519650,-86.239960,0.000000,1.246,244.899994,18,53,17,20,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-13,4,16,ROLL_RIGHT
15,1.027497,0,8.510,-4.870,-3.832,2.951,13.313,121.255,-10.407,-30.215,-34.019,-31.875,5.125,22.375,1.640,7.536,31.271,0.864,0.114,0.035,0.490,1,-37.932,-17.457,-24.530,0.000,2,41.519650,-86.239960,0.000000,1.006,244.899994,18,53,17,32,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-14,3,17,ROLL_RIGHT
16,1.078744,0,9.932,-5.267,-3.358,8.565,11.667,125.688,-9.064,-82.363,-13.317,-31.875,5.125,22.375,4.716,6.664,31.168,0.879,0.124,-0.020,0.460,1,-38.144,-17.442,-24.598,0.000,2,41.519650,-86.239960,0.000000,0.925,244.899994,18,53,17,36,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-15,2,18,ROLL_RIGHT
17,1.150861,0,-5.165,4.806,2.230,11.877,10.545,127.578,-1.455,-59.310,-25.403,-31.875,5.125,22.375,6.152,6.331,30.989,0.884,0.128,-0.052,0.446,1,-36.846,-17.447,-24.176,0.000,2,41.519650,-86.239960,0.000000,0.884,244.899994,18,53,17,44,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-16,1,19,ROLL_RIGHT
18,1.224619,0,-6.280,-0.846,5.511,13.280,7.768,129.988,-99.708,2.014,-52.708,-31.875,5.125,22.375,7.331,2.819,31.296,0.895,0.110,-0.076,0.426,1,-37.304,-17.494,-24.325,0.000,2,41.519650,-86.239960,0.000000,1.001,245.000000,18,53,17,52,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
19,1.303889,0,2.538,-6.869,-0.923,13.547,4.201,135.805,-95.008,-4.812,-79.117,-31.875,5.125,22.375,7.536,1.461,31.347,0.918,0.078,-0.096,0.377,1,-36.422,-17.467,-24.036,0.000,2,41.519650,-86.239960,0.000000,1.050,245.000000,18,53,17,60,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
20,1.431899,0,-0.833,-3.870,-0.243,12.878,3.410,141.707,-34.355,-28.984,-95.679,-31.875,5.125,22.375,7.587,2.691,31.219,0.937,0.065,-0.096,0.329,1,-36.476,-17.423,-24.054,0.000,2,41.519650,-86.239960,0.000000,0.883,245.100006,18,53,17,72,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
21,1.487404,0,-8.676,3.178,-1.999,18.753,10.268,156.132,17.345,-70.613,-100.156,-31.875,5.125,22.375,10.483,6.049,29.886,0.958,0.120,-0.141,0.217,1,-37.205,-17.444,-24.293,0.000,2,41.519650,-86.239952,0.000000,0.891,245.199997,18,53,17,76,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,0.000,4,-17,0,20,ROLL_RIGHT
22,1.561017,0,-10.355,1.089,0.564,23.272,11.536,162.274,-51.589,-121.194,-64.682,-31.875,5.125,22.375,12.585,6.203,29.015,0.960,0.128,-0.183,0.170,1,-37.856,-17.445,-24.505,0.000,2,41.519650,-86.239952,0.000000,0.925,245.199997,18,53,17,84,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
23,1.627929,0,15.007,-7.382,1.192,33.123,10.419,167.316,-76.432,-221.462,-74.082,-31.875,5.125,22.375,20.070,4.998,24.709,0.946,0.118,-0.273,0.131,1,-38.568,-17.425,-24.734,0.000,2,41.519650,-86.239952,0.000000,0.923,245.300003,18,53,17,92,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
24,1.704230,0,8.510,6.715,8.138,42.808,12.133,176.400,-77.775,-79.006,-75.760,-31.875,5.125,22.375,22.043,5.229,22.915,0.924,0.110,-0.360,0.068,1,-36.989,-17.442,-24.223,0.000,2,41.519650,-86.239952,0.000000,0.974,245.300003,18,53,18,0,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
25,1.904143,0,-0.436,-3.281,-5.895,44.755,10.096,182.815,-142.232,34.467,-92.210,-31.875,5.125,22.375,22.069,3.153,23.376,0.922,0.072,-0.381,0.011,1,-35.994,-17.472,-23.895,0.000,2,41.519646,-86.239952,0.000000,0.962,245.500000,18,53,18,20,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
26,2.006815,0,2.589,3.422,4.434,42.092,7.060,193.243,-86.839,-58.639,-57.855,-31.875,5.125,22.375,23.299,1.487,22.453,0.928,0.016,-0.363,-0.085,1,-36.994,-17.452,-24.224,0.000,2,41.519646,-86.239952,0.000000,0.700,245.500000,18,53,18,28,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
27,2.070830,0,4.434,0.538,3.076,47.130,2.103,217.133,-96.463,41.517,-58.191,-31.875,5.125,22.375,23.735,0.974,22.069,0.871,-0.111,-0.384,-0.285,1,-43.918,-17.451,-26.394,0.000,2,41.519646,-86.239952,0.000000,0.520,245.600006,18,53,18,36,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
28,2.144104,0,3.563,3.640,-1.333,45.033,0.880,220.257,-70.613,68.710,-59.086,-31.875,5.125,22.375,22.120,0.384,23.812,0.868,-0.125,-0.362,-0.315,1,-36.264,-17.434,-23.984,0.000,2,41.519646,-86.239952,0.000000,0.361,245.699997,18,53,18,44,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
29,2.264174,0,2.819,1.602,-1.743,39.157,-0.804,226.484,-58.527,107.765,-53.715,-31.875,5.125,22.375,19.557,-0.308,26.016,0.865,-0.138,-0.305,-0.374,1,-36.550,-17.431,-24.078,0.000,2,41.519646,-86.239952,0.000000,0.157,245.899994,18,53,18,56,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
30,2.345401,0,3.012,-1.397,-3.281,30.656,-2.685,231.512,-27.417,67.591,-34.579,-31.875,5.125,22.375,14.636,-1.487,29.092,0.866,-0.135,-0.228,-0.425,1,-36.626,-17.439,-24.103,0.000,2,41.519646,-86.239952,0.000000,0.174,245.899994,18,53,18,64,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
31,2.429920,0,4.268,0.269,-3.524,22.362,-4.012,236.932,-28.536,45.546,-15.555,-31.875,5.125,22.375,12.175,-1.948,30.220,0.859,-0.123,-0.154,-0.473,1,-36.677,-17.395,-24.120,0.000,2,41.519646,-86.239952,0.000000,0.294,246.000000,18,53,18,72,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,290.600,30.000,-20.000,4,-17,40,20,PITCH_NOSE_DOWN
32,2.587847,0,5.818,0.269,-3.230,18.820,-4.903,238.448,-11.526,46.329,-17.793,-31.875,5.125,22.375,9.740,-2.384,31.091,0.857,-0.117,-0.122,-0.487,1,-36.915,-17.437,-24.198,0.000,2,41.519646,-86.239952,0.000000,0.738,246.300003,18,53,18,88,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
33,2.669022,0,1.999,-1.833,4.242,15.148,-5.635,239.857,5.931,20.255,-13.541,-31.875,5.125,22.375,6.972,-2.281,31.783,0.855,-0.108,-0.090,-0.500,1,-38.930,-17.430,-24.850,0.000,2,41.519646,-86.239952,0.000000,0.785,246.300003,18,53,18,92,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
34,2.728139,0,4.332,-0.743,-4.396,11.046,-5.754,242.408,-3.581,3.021,-11.638,-31.875,5.125,22.375,6.587,-2.896,31.809,0.848,-0.093,-0.056,-0.519,1,-36.912,-17.434,-24.197,0.000,2,41.519646,-86.239952,0.000000,0.839,246.399994,18,53,19,0,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
35,2.825138,0,6.164,-0.500,-2.640,11.140,-5.569,242.959,4.812,-23.053,-18.017,-31.875,5.125,22.375,6.844,-2.743,31.783,0.845,-0.092,-0.057,-0.523,1,-38.872,-17.455,-24.832,0.000,2,41.519646,-86.239952,0.000000,0.699,246.600006,18,53,19,12,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
36,2.943039,0,1.871,0.115,-0.218,12.700,-4.846,243.591,1.790,-18.912,-10.295,-31.875,5.125,22.375,8.100,-2.076,31.501,0.841,-0.094,-0.072,-0.527,1,-37.010,-17.486,-24.230,0.000,2,41.519646,-86.239952,0.000000,0.645,246.800003,18,53,19,24,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
37,3.066044,0,2.089,0.320,-2.332,15.087,-3.759,245.053,3.357,-9.960,-7.945,-31.875,5.125,22.375,9.150,-1.717,31.194,0.833,-0.098,-0.093,-0.536,1,-37.287,-17.463,-24.320,0.000,2,41.519642,-86.239944,0.000000,0.805,247.000000,18,53,19,36,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
38,3.186380,0,1.576,-0.666,0.320,16.950,-2.173,246.391,43.308,-26.745,-11.638,-31.875,5.125,22.375,9.817,-0.948,30.989,0.826,-0.096,-0.113,-0.544,1,-37.216,-17.466,-24.297,0.000,2,41.519642,-86.239944,0.000000,0.754,247.100006,18,53,19,48,10,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
39,3.305023,0,2.640,-0.218,-0.064,16.091,-1.618,247.671,-3.245,-3.581,-5.819,-31.875,5.125,22.375,10.432,-0.743,30.784,0.821,-0.090,-0.108,-0.553,1,-37.776,-17.435,-24.479,0.000,2,41.519642,-86.239944,0.000000,0.626,247.199997,18,53,19,60,10,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
40,3.355078,0,-3.973,4.075,-1.499,14.030,1.070,249.455,4.364,31.222,-9.624,-31.875,5.125,22.375,9.253,-0.410,31.168,0.816,-0.062,-0.106,-0.564,1,-36.890,-17.390,-24.190,0.000,2,41.519642,-86.239944,0.000000,0.640,247.199997,18,53,19,64,10,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
41,3.430771,0,-0.948,-2.794,2.819,14.154,4.343,253.309,51.365,-8.169,-58.079,-31.875,5.125,22.375,8.869,2.538,31.168,0.798,-0.043,-0.121,-0.588,1,-37.639,-17.448,-24.435,0.000,2,41.519642,-86.239944,0.000000,0.520,247.300003,18,53,19,72,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
42,3.486778,0,-1.986,8.715,-6.933,12.386,5.770,255.651,-12.869,51.029,-33.236,-31.875,5.125,22.375,7.023,3.358,31.578,0.788,-0.027,-0.116,-0.605,1,-39.375,-17.454,-24.992,0.000,2,41.519642,-86.239944,0.000000,0.500,247.300003,18,53,19,76,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,30.000,-20.000,4,-17,0,20,ROLL_RIGHT
43,3.546869,0,-1.666,3.627,-6.113,11.502,2.872,261.505,-117.053,-45.322,-141.785,-31.875,5.125,22.375,7.331,2.153,31.629,0.755,-0.047,-0.092,-0.647,1,-36.173,-17.401,-23.954,0.000,2,41.519642,-86.239944,0.000000,0.484,247.399994,18,53,19,84,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,29.096,-20.000,4,-17,0,20,ROLL_RIGHT
44,3.674089,0,4.550,0.397,-0.730,12.678,-1.601,267.194,9.960,-27.081,-101.051,-31.875,5.125,22.375,8.279,-0.436,31.424,0.719,-0.086,-0.070,-0.686,1,-40.295,-17.416,-25.282,0.000,2,41.519642,-86.239944,0.000000,0.545,247.500000,18,53,19,96,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,23.406,-20.000,4,-17,0,20,ROLL_RIGHT
45,3.722559,0,1.730,-4.486,2.819,13.456,0.160,273.889,22.717,38.943,-40.062,-31.875,5.125,22.375,7.536,1.897,31.527,0.678,-0.085,-0.081,-0.726,1,-42.941,-17.375,-26.099,0.000,2,41.519642,-86.239944,0.000000,0.606,247.500000,18,53,20,0,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,16.711,-20.000,4,-14,3,17,ROLL_RIGHT
46,3.785109,0,-1.525,3.524,-0.782,11.108,2.461,280.950,-21.486,9.064,-43.755,-31.875,5.125,22.375,6.792,2.102,31.706,0.635,-0.061,-0.078,-0.766,1,-37.853,-17.439,-24.504,0.000,2,41.519642,-86.239944,0.000000,0.706,247.600006,18,53,20,8,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,9.650,-20.000,4,-4,13,7,ROLL_RIGHT
47,3.834014,0,-0.243,-2.602,-1.910,13.142,4.121,283.349,20.479,-37.377,-31.781,-31.875,5.125,22.375,7.843,2.948,31.373,0.619,-0.068,-0.099,-0.776,1,-36.777,-17.454,-24.153,0.000,2,41.519642,-86.239944,0.000000,0.739,247.600006,18,53,20,12,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,7.252,-20.000,4,3,20,0,MAINTAIN_ANGLE
48,3.884018,0,6.997,3.063,5.793,15.487,6.395,285.592,51.589,-74.305,-43.419,-31.875,5.125,22.375,9.253,4.204,30.835,0.604,-0.074,-0.125,-0.783,1,-37.213,-17.457,-24.296,0.000,2,41.519642,-86.239944,0.000000,0.771,247.600006,18,53,20,16,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,5.008,-20.000,4,3,20,0,MAINTAIN_ANGLE
49,3.947135,0,9.035,2.204,2.755,15.745,7.383,287.969,4.700,-27.976,-42.636,-31.875,5.125,22.375,9.407,4.562,30.732,0.588,-0.073,-0.132,-0.794,1,-36.686,-17.416,-24.123,0.000,2,41.519642,-86.239944,0.000000,0.994,247.699997,18,53,20,24,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,10,27,7,ROLL_LEFT
50,4.003790,0,2.102,1.217,0.923,13.006,9.337,287.180,-4.029,67.927,25.291,-31.875,5.125,22.375,7.946,4.819,31.117,0.595,-0.043,-0.132,-0.792,1,-40.237,-17.444,-25.264,0.000,2,41.519642,-86.239944,0.000000,1.136,247.699997,18,53,20,28,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,12,29,9,ROLL_LEFT
51,4.067146,0,0.769,1.666,-2.627,13.052,10.328,286.983,-8.169,-11.302,-3.805,-31.875,5.125,22.375,7.792,6.126,30.912,0.597,-0.038,-0.139,-0.789,1,-37.560,-17.432,-24.409,0.000,2,41.519646,-86.239944,0.000000,1.392,247.800003,18,53,20,36,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,13,30,10,ROLL_LEFT
52,4.145568,0,-3.845,0.756,-4.165,12.867,9.591,287.052,56.624,44.986,14.883,-31.875,5.125,22.375,7.177,5.793,31.117,0.596,-0.040,-0.133,-0.791,1,-39.713,-17.408,-25.099,0.000,2,41.519646,-86.239944,0.000000,1.492,247.800003,18,53,20,40,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,13,30,10,ROLL_LEFT
53,4.225469,0,3.409,-2.230,-5.575,8.829,10.552,285.181,-6.379,12.645,-18.688,-31.875,5.125,22.375,5.485,6.305,31.347,0.609,-0.005,-0.119,-0.784,1,-37.316,-17.375,-24.330,0.000,2,41.519646,-86.239937,81.730003,1.819,248.000000,18,53,20,52,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,5.420,-20.000,4,8,25,5,ROLL_LEFT
54,4.303047,0,0.615,-1.499,-0.026,8.143,11.407,286.575,-14.995,37.153,-6.491,-31.875,5.125,22.375,3.999,5.921,31.655,0.599,0.003,-0.122,-0.791,1,-38.935,-17.437,-24.852,0.000,2,41.519646,-86.239937,71.959999,2.042,248.199997,18,53,20,60,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,14,31,11,ROLL_LEFT
55,4.391322,0,1.435,0.948,0.718,4.431,8.822,286.122,-35.698,41.181,10.855,-31.875,5.125,22.375,2.179,4.998,31.988,0.601,0.015,-0.085,-0.795,1,-40.194,-17.359,-25.250,0.000,2,41.519646,-86.239937,70.389999,2.184,248.300003,18,53,20,68,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,12,29,9,ROLL_LEFT
56,4.442234,0,5.011,-3.524,10.599,1.632,5.067,284.817,-31.446,24.507,28.088,-31.875,5.125,22.375,1.410,3.204,32.245,0.610,0.016,-0.044,-0.791,1,-38.885,-17.342,-24.836,0.000,2,41.519646,-86.239937,70.459999,2.257,248.300003,18,53,20,72,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,5.783,-20.000,4,3,20,0,MAINTAIN_ANGLE
57,4.523010,0,1.615,1.807,0.538,1.106,5.747,282.948,28.424,-11.750,21.822,-31.875,5.125,22.375,1.128,3.717,32.193,0.622,0.024,-0.045,-0.781,1,-37.964,-17.377,-24.540,0.000,2,41.519646,-86.239937,71.449997,2.132,248.399994,18,53,20,80,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,7.652,-20.000,4,3,20,0,MAINTAIN_ANGLE
58,4.633652,0,3.217,-0.628,-3.076,2.811,7.840,283.033,21.374,-22.941,-1.455,-31.875,5.125,22.375,2.076,4.665,32.039,0.622,0.023,-0.069,-0.780,1,-38.534,-17.357,-24.723,0.000,2,41.519646,-86.239937,74.529999,1.740,248.500000,18,53,20,92,11,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,7.568,-20.000,4,3,20,0,MAINTAIN_ANGLE
59,4.706428,0,0.167,-5.472,-0.525,4.525,8.797,283.817,-12.645,-104.632,-91.091,-31.875,5.125,22.375,5.613,4.742,31.604,0.617,0.016,-0.085,-0.782,1,-40.782,-17.383,-25.434,0.000,2,41.519646,-86.239937,76.750000,1.622,248.600006,18,53,21,0,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,6.784,-20.000,4,3,20,0,MAINTAIN_ANGLE
60,4.785171,0,1.499,3.076,2.345,11.158,8.470,292.821,1.902,2.350,-14.100,-31.875,5.125,22.375,6.664,4.998,31.347,0.555,-0.040,-0.115,-0.823,1,-37.957,-17.359,-24.538,0.000,2,41.519646,-86.239937,0.000000,1.561,248.600006,18,53,21,8,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,11,28,8,ROLL_LEFT
61,4.844270,0,1.128,-2.294,0.333,10.598,7.909,292.365,-12.869,16.898,9.400,-31.875,5.125,22.375,6.434,4.434,31.476,0.558,-0.038,-0.108,-0.822,1,-38.012,-17.325,-24.555,0.000,2,41.519642,-86.239937,0.000000,1.495,248.699997,18,53,21,12,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,11,28,8,ROLL_LEFT
62,4.908530,0,0.320,-0.359,-0.628,10.269,7.693,291.352,-5.595,12.310,20.926,-31.875,5.125,22.375,6.228,4.460,31.527,0.565,-0.036,-0.106,-0.817,1,-38.029,-17.357,-24.561,0.000,2,41.519642,-86.239937,0.000000,1.389,248.699997,18,53,21,20,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,11,28,8,ROLL_LEFT
63,4.981014,0,2.602,1.051,-4.729,10.610,7.100,290.809,11.974,-3.693,6.379,-31.875,5.125,22.375,6.485,4.204,31.527,0.569,-0.041,-0.103,-0.815,1,-43.235,-17.382,-26.188,0.000,2,41.519642,-86.239937,0.000000,1.403,248.800003,18,53,21,24,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,10,27,7,ROLL_LEFT
64,5.043827,0,1.999,-4.729,3.717,9.632,6.384,288.542,-51.589,35.474,25.850,-31.875,5.125,22.375,5.895,3.665,31.706,0.585,-0.036,-0.094,-0.805,1,-40.983,-17.352,-25.497,0.000,2,41.519642,-86.239937,0.000000,1.362,248.800003,18,53,21,32,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,9,26,6,ROLL_LEFT
65,5.094013,0,0.705,1.884,-1.666,9.096,4.811,286.855,8.505,-3.133,27.081,-31.875,5.125,22.375,5.588,2.768,31.834,0.596,-0.039,-0.081,-0.798,1,-37.733,-17.339,-24.465,0.000,2,41.519642,-86.239937,0.000000,1.235,248.800003,18,53,21,36,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,290.600,0.000,-20.000,4,3,20,0,MAINTAIN_ANGLE
