Line_Num,ESP32_Time_s,ID0_IMU,LinAcc_x,LinAcc_y,LinAcc_z,Pitch,Roll,Yaw,Gyro_x,Gyro_y,Gyro_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1_ASPD,RawPress_Pa,temp_C,RawAirspeed,CorrAirspeed,ID2_GPS,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites,ID3_AP,Flight_Phase,AP_Mode,AP_HDG_TGT,AP_ROLL_TGT,AP_PITCH_TGT,ID4_SERVO,servo_L_angle,servo_R_angle,servo_Angle_TGT,servo_Action_TGT
13,1.131818,0,21.992,13.995,-31.565,-65.054,92.074,345.910,239.031,138.428,289.053,-31.875,5.125,22.375,-24.376,-10.099,-4.844,0.445,0.312,0.628,-0.557,1,473.873,9.704,90.646,90.646,2,41.518288,-86.239861,104.449997,11.038,1210.958008,11,29,2,16,11,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
14,1.228677,0,24.119,9.714,-32.450,-83.706,33.866,66.747,377.123,115.039,258.614,-31.875,5.125,22.375,-25.375,-5.947,-5.588,0.414,0.554,0.488,-0.532,1,340.591,9.646,76.848,76.848,2,41.518288,-86.239861,101.580002,9.077,1211.614136,11,29,2,28,11,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
15,1.306703,0,22.761,3.178,-32.475,-76.817,-27.885,149.487,503.129,134.623,269.022,-31.875,5.125,22.375,-24.888,-1.179,-8.535,0.341,0.694,0.345,-0.532,1,333.590,9.649,76.054,76.054,2,41.518288,-86.239861,93.330002,6.712,1211.942261,11,29,2,36,11,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
16,1.370508,0,14.443,-1.986,-40.985,-50.997,-16.963,197.541,491.378,164.054,307.629,-31.875,5.125,22.375,-22.043,-0.256,-13.662,0.067,0.892,-0.073,-0.441,1,324.276,9.690,74.985,74.985,2,41.518288,-86.239861,85.910004,5.799,1211.942261,11,29,2,40,11,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
17,1.435793,0,10.778,2.576,-25.926,-34.100,3.733,228.276,486.119,208.145,316.917,-31.875,5.125,22.375,-19.685,-1.897,-16.532,0.148,-0.868,0.399,0.255,1,323.551,9.720,74.901,74.901,2,41.518288,-86.239861,62.880001,5.359,1212.270386,11,29,2,48,11,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
18,1.626789,0,7.113,4.665,-14.687,-26.319,16.423,248.619,350.041,219.671,335.270,-31.875,5.125,22.375,-14.994,-5.152,-20.121,0.242,-0.778,0.570,0.108,1,293.843,9.649,71.380,71.380,2,41.518295,-86.239876,24.350000,7.442,1212.598511,11,29,2,68,11,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
19,1.719766,0,1.025,-5.370,-8.535,-28.293,7.249,344.073,158.011,172.111,385.180,-31.875,5.125,22.375,-10.304,4.255,-23.094,0.250,-0.119,0.961,-0.027,1,299.221,9.687,72.030,72.030,2,41.518295,-86.239876,13.980000,8.620,1212.598511,11,29,2,76,11,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
20,1.769533,0,1.692,-5.870,-6.344,-29.621,-9.805,23.040,98.813,-56.512,252.683,-31.875,5.125,22.375,-8.484,7.869,-22.992,0.266,0.171,0.948,0.030,1,290.937,9.637,71.026,71.026,2,41.518299,-86.239876,10.240000,9.033,1212.598511,11,29,2,80,11,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
21,1.839697,0,3.063,-3.588,-7.536,-30.164,-9.861,33.626,230.078,-91.539,145.925,-31.875,5.125,22.375,-8.689,5.229,-23.760,0.272,0.257,0.927,0.004,1,286.091,9.660,70.432,70.432,2,41.518299,-86.239876,4.770000,10.127,1212.270386,11,29,2,88,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
22,1.913894,0,4.255,-0.090,-9.573,-34.801,0.086,46.094,317.029,-115.823,96.239,-31.875,5.125,22.375,-10.535,0.461,-23.684,0.275,0.374,0.878,-0.118,1,274.486,9.633,68.989,68.989,2,41.518303,-86.239876,4.110000,10.370,1212.270386,11,29,2,96,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
23,2.072701,0,7.869,8.587,-11.944,-40.659,13.748,50.802,366.156,-104.296,73.298,-31.875,5.125,22.375,-14.533,-8.971,-19.685,0.263,0.437,0.823,-0.249,1,306.637,9.653,72.917,72.917,2,41.518303,-86.239876,5.030000,10.073,1212.598511,11,29,3,12,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
24,2.129506,0,11.227,16.673,-33.552,-49.271,40.507,53.810,292.634,63.339,84.601,-31.875,5.125,22.375,-18.762,-17.301,-5.998,0.206,0.515,0.695,-0.458,1,296.320,9.682,71.680,71.680,2,41.518307,-86.239876,4.570000,9.963,1212.926636,11,29,3,16,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
25,2.190497,0,14.328,17.442,-32.962,-58.546,76.479,72.719,336.725,155.325,95.232,-31.875,5.125,22.375,-19.326,-17.276,-3.665,0.011,-0.650,-0.372,0.662,1,241.189,9.679,64.669,64.669,2,41.518307,-86.239883,2.210000,9.678,1213.254639,11,29,3,24,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
26,2.307696,0,17.122,16.737,-47.944,-61.871,74.395,95.993,194.157,134.623,147.604,-31.875,5.125,22.375,-20.890,-15.481,-2.538,0.111,-0.716,-0.226,0.651,1,236.232,9.599,64.001,64.001,2,41.518311,-86.239883,1.990000,10.085,1213.254639,11,29,3,36,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
27,2.394841,0,21.761,9.637,-54.736,-65.743,69.929,110.253,331.689,86.727,236.233,-31.875,5.125,22.375,-24.658,-7.382,-2.409,0.141,-0.743,-0.138,0.640,1,223.942,9.639,62.314,62.314,2,41.518311,-86.239883,4.700000,10.932,1213.254639,11,29,3,44,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
28,2.475522,0,23.363,3.255,-64.233,-79.825,18.427,204.230,522.153,60.989,273.050,-31.875,5.125,22.375,-25.247,0.384,-3.717,0.253,-0.719,0.259,0.593,1,210.150,9.631,60.365,60.365,2,41.518314,-86.239876,10.340000,11.767,1212.926636,11,29,3,52,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
29,2.552746,0,21.364,-5.088,-70.628,-69.193,-28.313,300.492,608.991,55.953,298.565,-31.875,5.125,22.375,-23.376,4.204,-8.382,0.378,-0.517,0.624,0.448,1,205.991,9.654,59.764,59.764,2,41.518318,-86.239876,17.780001,12.395,1212.270386,11,29,3,60,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
30,2.705542,0,9.215,3.319,-42.933,-54.343,-9.680,342.398,821.613,202.214,276.295,-31.875,5.125,22.375,-20.018,-2.691,-14.969,0.438,-0.174,0.870,0.144,1,159.484,9.666,52.587,52.587,2,41.518326,-86.239876,26.129999,13.207,1211.614136,11,29,3,76,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
31,2.792784,0,2.781,16.584,-45.432,-41.223,26.678,19.751,558.970,386.187,342.320,-31.875,5.125,22.375,-16.609,-15.456,-12.585,0.300,0.236,0.883,-0.271,1,181.615,9.639,56.117,56.117,2,41.518330,-86.239876,27.740000,14.159,1211.286133,11,29,3,84,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
32,2.872754,0,4.088,14.431,-44.766,-41.443,60.556,112.218,421.325,332.584,358.434,-31.875,5.125,22.375,-18.788,-14.815,-10.996,0.221,-0.770,-0.302,0.517,1,171.709,9.630,54.565,54.565,2,41.518330,-86.239876,27.080000,14.183,1210.630005,11,29,3,92,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
33,3.066683,0,8.817,9.971,-34.244,-53.989,49.701,175.476,197.626,223.028,393.797,-31.875,5.125,22.375,-20.633,-8.971,-14.226,0.358,-0.815,0.159,0.426,1,165.871,9.656,53.630,53.630,2,41.518337,-86.239876,17.860001,14.476,1208.661377,11,29,4,12,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
34,3.152823,0,15.687,-6.382,-20.044,-57.203,8.854,239.696,282.115,-128.804,320.051,-31.875,5.125,22.375,-19.659,8.817,-16.942,0.296,-0.741,0.468,0.380,1,150.029,9.646,51.004,51.004,2,41.518341,-86.239876,14.400000,14.971,1208.005371,11,29,4,20,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
35,3.276739,0,15.507,-6.690,-20.095,-36.474,-32.507,6.659,333.144,-135.406,292.074,-31.875,5.125,22.375,-19.531,7.843,-17.993,0.315,-0.034,0.915,0.248,1,144.359,9.605,50.031,50.031,2,41.518345,-86.239876,14.380000,15.636,1207.020996,11,29,4,32,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,70.689,30.000,0.000,4,0,-2,9,ROLL_RIGHT
36,3.337513,0,13.982,2.909,-14.789,-33.378,9.109,41.642,536.141,-37.265,239.255,-31.875,5.125,22.375,-19.967,-4.742,-19.352,0.241,0.361,0.884,-0.173,1,144.822,9.613,50.111,50.111,2,41.518345,-86.239876,15.420000,15.774,1206.692871,11,29,4,36,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
37,3.397595,0,16.007,9.894,-20.300,-34.609,31.651,55.640,491.826,58.639,176.028,-31.875,5.125,22.375,-20.582,-9.714,-16.968,0.132,0.500,0.775,-0.364,1,148.264,9.631,50.703,50.703,2,41.518349,-86.239876,15.940000,16.250,1206.036743,11,29,4,44,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
38,3.549782,0,17.224,16.199,-23.722,-36.565,42.185,67.888,254.810,122.201,210.607,-31.875,5.125,22.375,-21.146,-11.457,-15.302,0.052,0.588,0.672,-0.447,1,127.880,9.650,47.089,47.089,2,41.518353,-86.239883,10.080000,17.143,1201.771606,11,29,4,60,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
39,3.634503,0,22.094,9.804,-34.116,-40.117,42.164,82.891,327.660,66.136,231.981,-31.875,5.125,22.375,-23.376,-4.973,-15.943,0.016,0.673,0.575,-0.465,1,97.962,9.641,41.214,41.214,2,41.518360,-86.239891,6.090000,18.017,1198.818970,11,29,4,68,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
40,3.686590,0,22.479,10.791,-39.127,-58.323,39.696,149.346,452.435,19.248,191.247,-31.875,5.125,22.375,-23.863,-7.408,-14.251,0.165,-0.836,-0.058,0.520,1,90.499,9.638,39.613,39.613,2,41.518360,-86.239891,4.230000,18.346,1197.506592,11,29,4,72,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
41,3.755767,0,22.761,11.675,-42.497,-65.863,49.878,168.818,481.307,16.562,210.607,-31.875,5.125,22.375,-24.811,-8.458,-11.944,0.304,-0.780,0.154,0.525,1,85.305,9.618,38.460,38.460,2,41.518364,-86.239899,1.330000,19.349,1194.553833,11,29,4,80,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
42,3.833668,0,23.530,8.663,-38.435,-76.549,51.912,201.750,463.402,32.005,231.757,-31.875,5.125,22.375,-26.759,-7.484,-7.536,0.443,-0.642,0.399,0.482,1,61.208,9.655,32.578,32.578,2,41.518368,-86.239899,1.020000,19.558,1193.569580,11,29,4,88,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
43,3.916697,0,24.888,3.230,-41.741,-81.046,-8.353,293.784,401.070,57.072,244.626,-31.875,5.125,22.375,-27.836,-2.794,-6.562,0.513,-0.454,0.609,0.400,1,65.648,9.587,33.739,33.739,2,41.518372,-86.239899,1.820000,20.196,1192.257202,11,29,4,96,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
44,3.991325,0,23.671,-0.269,-63.848,-66.262,-35.982,0.736,496.078,44.539,247.648,-31.875,5.125,22.375,-27.221,1.845,-8.561,0.521,-0.164,0.798,0.255,1,85.829,9.700,38.578,38.578,2,41.518375,-86.239899,2.790000,20.944,1191.601074,11,29,5,4,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,70.689,30.000,0.000,4,0,-2,9,ROLL_RIGHT
45,4.071317,0,21.108,2.704,-34.167,-54.139,-12.577,25.349,765.548,132.496,213.069,-31.875,5.125,22.375,-25.042,-1.487,-13.328,0.463,0.146,0.874,-0.004,1,71.131,9.596,35.119,35.119,2,41.518379,-86.239899,3.830000,21.133,1190.288696,11,29,5,12,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
46,4.169147,0,12.252,11.496,-38.358,-43.823,28.333,50.671,657.670,200.200,164.837,-31.875,5.125,22.375,-22.658,-10.458,-13.405,0.230,0.467,0.774,-0.360,1,53.186,9.612,30.368,30.368,2,41.518383,-86.239899,4.860000,20.639,1188.976440,11,29,5,20,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
47,4.235785,0,10.804,12.905,-43.471,-42.173,49.161,105.626,440.461,303.377,295.543,-31.875,5.125,22.375,-20.864,-12.534,-14.431,0.111,-0.766,-0.394,0.495,1,36.407,9.668,25.125,25.125,2,41.518387,-86.239906,4.410000,20.752,1186.023682,11,29,5,28,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
48,4.311592,0,13.674,13.226,-25.990,-45.099,51.536,133.875,426.921,240.374,311.434,-31.875,5.125,22.375,-20.762,-12.841,-14.354,0.234,-0.831,-0.172,0.475,1,20.072,9.599,18.656,18.656,2,41.518391,-86.239906,3.100000,20.927,1183.070923,11,29,5,36,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
49,4.395854,0,17.083,13.803,-48.726,-52.271,44.705,176.023,385.851,218.440,382.606,-31.875,5.125,22.375,-21.736,-9.535,-15.584,0.327,-0.836,0.139,0.419,1,14.846,9.635,16.044,0.000,2,41.518391,-86.239906,2.640000,20.026,1181.102417,11,29,5,44,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
50,4.471690,0,14.815,12.290,-44.458,-56.258,28.559,241.419,591.422,250.221,451.876,-31.875,5.125,22.375,-21.684,-8.997,-16.148,0.420,-0.675,0.536,0.282,1,6.507,9.564,10.622,0.000,2,41.518394,-86.239906,2.610000,19.936,1179.790039,11,29,5,52,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
51,4.554730,0,4.460,6.985,-30.886,-50.603,16.331,313.135,513.312,280.548,505.031,-31.875,5.125,22.375,-21.044,-8.048,-17.865,0.439,-0.300,0.845,0.050,1,5.573,9.653,9.830,0.000,2,41.518398,-86.239906,2.780000,20.257,1178.805786,11,29,5,60,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
52,4.672640,0,2.538,6.959,-20.005,-34.544,12.313,22.157,331.465,306.174,497.981,-31.875,5.125,22.375,-18.352,-7.305,-21.223,0.270,0.214,0.926,-0.157,1,-4.881,9.610,-9.200,0.000,2,41.518410,-86.239914,3.050000,20.294,1177.821533,11,29,5,72,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
53,4.789624,0,0.641,-0.461,-11.611,-22.912,10.240,65.524,87.287,105.527,487.574,-31.875,5.125,22.375,-12.021,-1.845,-26.990,0.119,0.543,0.811,-0.181,1,-13.595,9.550,-15.353,0.000,2,41.518414,-86.239914,2.880000,19.918,1175.524902,11,29,5,84,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
54,4.874717,0,4.998,-0.743,-8.471,-19.843,0.837,145.353,155.437,-72.067,362.575,-31.875,5.125,22.375,-12.534,1.871,-27.554,0.044,0.941,0.292,-0.167,1,-22.232,9.606,-19.634,0.000,2,41.518417,-86.239914,1.180000,19.903,1173.228394,11,29,5,92,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
55,4.947742,0,10.740,1.794,-9.304,-28.902,5.172,173.192,282.674,-145.925,250.445,-31.875,5.125,22.375,-16.020,-0.846,-26.042,0.029,-0.966,-0.046,0.251,1,-35.700,9.610,-24.880,0.000,2,41.518417,-86.239922,359.579987,19.368,1170.603638,11,29,6,0,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
56,5.033880,0,14.687,3.627,-12.406,-44.069,16.957,193.813,340.641,-152.640,214.300,-31.875,5.125,22.375,-23.735,-6.126,-18.942,0.180,-0.904,0.165,0.352,1,-42.866,9.586,-27.263,0.000,2,41.518421,-86.239922,357.440002,19.359,1169.291382,11,29,6,8,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
57,5.108740,0,16.699,5.113,-13.316,-64.825,33.057,217.937,372.646,-111.906,210.719,-31.875,5.125,22.375,-27.298,-6.741,-13.380,0.394,-0.716,0.407,0.408,1,-52.905,9.595,-30.288,0.000,2,41.518425,-86.239922,355.959991,19.346,1168.307129,11,29,6,16,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
58,5.190798,0,26.067,2.743,-13.444,-75.559,29.674,248.709,370.296,-49.350,201.207,-31.875,5.125,22.375,-29.707,-4.152,-8.843,0.501,-0.542,0.561,0.375,1,-66.531,9.583,-33.965,0.000,2,41.518429,-86.239929,354.920013,19.806,1166.666748,11,29,6,24,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
59,5.270761,0,25.888,-0.782,-40.126,-77.967,-17.287,314.641,251.788,4.364,218.104,-31.875,5.125,22.375,-30.066,1.666,-8.561,0.529,-0.384,0.673,0.348,1,-69.493,9.596,-34.713,0.000,2,41.518433,-86.239929,354.679993,20.659,1164.370117,11,29,6,32,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
60,5.326929,0,20.582,2.230,-40.088,-67.390,-26.208,359.980,625.106,113.137,150.961,-31.875,5.125,22.375,-27.375,-1.102,-14.789,0.540,-0.126,0.810,0.189,1,-75.056,9.578,-36.075,0.000,2,41.518433,-86.239929,354.269989,20.937,1163.057739,11,29,6,36,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
61,5.435890,0,18.698,7.318,-41.997,-55.922,6.119,15.243,681.954,170.768,120.411,-31.875,5.125,22.375,-26.042,-5.178,-16.148,0.458,0.142,0.871,-0.109,1,-76.928,9.636,-36.522,0.000,2,41.518440,-86.239937,353.850006,22.023,1159.120728,11,29,6,48,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
62,5.547753,0,14.687,16.904,-35.974,-49.996,29.734,28.418,540.953,267.679,205.235,-31.875,5.125,22.375,-23.709,-16.866,-10.509,0.339,0.320,0.823,-0.326,1,-85.488,9.555,-38.501,0.000,2,41.518444,-86.239944,353.769989,21.709,1155.183838,11,29,6,60,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,70.689,0.000,18.000,4,0,16,9,PITCH_NOSE_UP
63,5.614516,0,13.662,16.327,-50.199,-50.101,59.176,115.334,526.741,318.932,250.221,-31.875,5.125,22.375,-25.016,-15.430,-9.048,0.181,-0.777,-0.245,0.550,1,-107.085,9.578,-43.090,0.000,2,41.518444,-86.239944,352.959991,21.331,1153.871460,11,29,6,64,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,70.689,-30.000,0.000,4,18,16,9,ROLL_LEFT
