Line_Num,ESP32_Time_s,ID0_IMU,LinAcc_x,LinAcc_y,LinAcc_z,Pitch,Roll,Yaw,Gyro_x,Gyro_y,Gyro_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1_ASPD,RawPress_Pa,temp_C,RawAirspeed,CorrAirspeed,ID2_GPS,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites,ID3_AP,Flight_Phase,AP_Mode,AP_HDG_TGT,AP_ROLL_TGT,AP_PITCH_TGT,ID4_SERVO,servo_L_angle,servo_R_angle,servo_Angle_TGT,servo_Action_TGT
1,0.037220,0,-18.314,15.405,62.246,-17.877,15.631,296.453,-148.723,227.169,42.748,-31.875,5.125,22.375,-12.585,-10.381,-29.681,0.202,-0.497,0.843,-0.033,1,-357.855,-3.461,-77.443,0.000,2,0.000000,0.000000,0.000000,0.000,0.000000,0,0,0,0,0,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,30.000,0.000,4,-14,-19,14,ROLL_RIGHT
2,0.110066,0,-27.336,5.562,-51.122,-10.449,14.832,299.064,416.178,122.089,-39.279,-31.875,5.125,22.375,-9.791,-11.022,-29.938,0.143,-0.491,0.857,-0.065,1,-294.461,-3.417,-70.249,0.000,2,41.518810,-86.239685,89.519997,63.227,297.000000,10,40,22,12,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,30.000,0.000,4,-15,-20,15,ROLL_RIGHT
3,0.184293,0,-27.656,-29.476,-182.394,-5.100,96.738,286.620,1997.631,-315.574,191.918,-31.875,5.125,22.375,-2.320,18.903,25.901,0.470,-0.370,0.552,-0.581,1,-293.720,-3.437,-70.161,0.000,2,41.518810,-86.239670,89.169998,63.242,297.000000,10,40,22,20,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
4,0.294347,0,-10.945,-85.110,-37.730,-15.689,-69.138,281.402,1577.648,-427.704,-130.146,-31.875,5.125,22.375,-8.689,28.925,-11.022,0.269,0.577,-0.582,-0.506,1,-276.662,-3.362,-68.093,0.000,2,41.518818,-86.239639,88.169998,62.608,297.000000,10,40,22,32,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,0.000,4,-20,-25,20,ROLL_RIGHT
5,0.377971,0,-24.030,-0.666,-51.404,-2.162,173.553,290.196,-1998.414,-123.992,41.853,-31.875,5.125,22.375,1.115,-4.729,31.783,0.572,-0.017,0.057,-0.818,1,-226.529,-3.404,-61.616,0.000,2,41.518818,-86.239624,87.510002,61.855,297.200012,10,40,22,40,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
6,0.502191,0,-38.127,15.097,26.349,30.418,-155.612,285.878,683.185,-434.642,70.501,-31.875,5.125,22.375,17.109,12.547,24.158,0.613,-0.082,-0.317,-0.719,1,-225.710,-3.371,-61.504,0.000,2,41.518818,-86.239601,86.110001,58.726,297.500000,10,40,22,52,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,0.000,4,-20,-25,20,ROLL_RIGHT
7,0.578703,0,-18.621,-26.952,47.008,30.896,112.349,281.366,-1654.528,-328.779,20.591,-31.875,5.125,22.375,6.087,-1.833,-31.514,0.393,-0.511,0.275,-0.713,1,-215.321,-3.353,-60.072,0.000,2,41.518818,-86.239594,85.459999,55.689,297.600006,10,40,22,60,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
8,0.659293,0,-12.303,-27.323,51.225,-6.138,-61.149,273.588,419.647,55.617,-330.682,-31.875,5.125,22.375,-6.164,25.362,-18.788,0.314,0.608,-0.608,-0.402,1,-216.815,-3.403,-60.280,0.000,2,41.518818,-86.239578,85.120003,53.588,297.700012,10,40,22,68,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,0.000,4,-20,-25,20,ROLL_RIGHT
9,0.737317,0,-10.842,-33.103,-48.546,-13.218,-59.154,252.301,-793.077,209.935,-14.995,-31.875,5.125,22.375,-6.728,31.053,-4.960,0.337,0.731,-0.464,-0.370,1,-145.916,-3.433,-49.452,0.000,2,41.518822,-86.239571,85.139999,50.668,297.700012,10,40,22,76,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,0.000,4,-20,-25,20,ROLL_RIGHT
10,0.823239,0,-14.546,11.457,57.287,-9.324,-21.354,244.982,1587.272,127.237,92.434,-31.875,5.125,22.375,-0.769,-16.866,-27.362,0.113,0.834,-0.513,-0.167,1,-196.271,-3.397,-57.353,0.000,2,41.518822,-86.239555,84.940002,48.212,297.600006,10,40,22,84,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,-30.000,0.000,4,9,4,9,ROLL_LEFT
11,0.942222,0,-29.515,17.378,-6.549,10.746,75.392,265.325,1762.181,356.756,-421.997,-31.875,5.125,22.375,9.202,-28.784,10.983,0.397,-0.618,0.492,-0.467,1,-199.523,-3.364,-57.826,0.000,2,41.518822,-86.239532,86.110001,45.076,297.200012,10,40,22,96,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
12,1.017015,0,2.448,-2.807,-28.823,16.778,158.422,306.810,-334.822,129.475,-102.394,-31.875,5.125,22.375,-13.482,-12.867,-21.992,0.411,-0.211,0.101,-0.881,1,-25.862,-3.365,-20.819,0.000,2,41.518822,-86.239525,86.669998,40.545,296.799988,10,40,23,4,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
13,1.102273,0,3.576,-3.858,2.153,10.078,135.195,326.472,-59.982,-222.581,83.929,-31.875,5.125,22.375,-19.403,-5.562,-27.528,0.234,-0.187,0.340,-0.891,1,-81.756,-3.434,-37.016,0.000,2,41.518822,-86.239525,86.300003,36.408,296.399994,10,40,23,12,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
14,1.178107,0,12.636,-18.519,0.577,16.623,109.148,300.446,-852.051,-400.623,66.808,-31.875,5.125,22.375,-27.785,9.022,-18.890,0.328,-0.387,0.439,-0.741,1,-158.584,-3.375,-51.554,0.000,2,41.518826,-86.239517,85.690002,32.664,295.700012,10,40,23,20,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
15,1.313445,0,5.024,8.253,-30.617,9.579,33.707,272.861,-1221.116,-293.529,-235.338,-31.875,5.125,22.375,-27.169,-2.845,12.149,0.141,-0.675,0.674,-0.264,1,-151.532,-3.360,-50.394,0.000,2,41.518826,-86.239510,86.070000,28.038,294.500000,10,40,23,32,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
16,1.375312,0,2.127,7.484,-23.427,-30.984,100.980,294.951,-438.335,-275.065,-244.067,-31.875,5.125,22.375,-17.199,-15.148,-2.461,0.543,-0.156,0.628,-0.536,1,-129.045,-3.330,-46.505,0.000,2,41.518826,-86.239502,86.620003,26.365,294.000000,10,40,23,40,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
17,1.433300,0,1.038,4.742,-22.325,-28.090,98.089,292.336,-567.251,-307.070,-219.000,-31.875,5.125,22.375,-16.789,-12.226,-9.227,0.540,-0.202,0.630,-0.520,1,-118.380,-3.379,-44.542,0.000,2,41.518826,-86.239502,86.650002,25.661,293.899994,10,40,23,44,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
18,1.497976,0,4.870,-3.140,-18.609,-15.057,41.996,249.057,-593.772,-310.427,-217.433,-31.875,5.125,22.375,-18.506,-8.407,-11.842,0.362,-0.736,0.563,-0.101,1,-130.326,-3.388,-46.735,0.000,2,41.518826,-86.239494,85.650002,23.947,293.399994,10,40,23,52,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,0.000,4,20,15,20,ROLL_LEFT
19,1.697401,0,10.150,-7.574,-24.312,-27.459,8.421,226.626,-694.487,-348.139,-245.745,-31.875,5.125,22.375,-20.326,-5.639,-12.098,0.159,-0.883,0.399,0.189,1,-114.382,-3.403,-43.783,0.000,2,41.518833,-86.239487,73.500000,19.766,291.899994,10,40,23,72,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
20,1.777077,0,10.945,-1.333,-35.794,-42.188,-11.015,214.644,-514.095,-451.652,-316.582,-31.875,5.125,22.375,-22.889,-12.303,-5.485,0.021,-0.897,0.244,0.369,1,-50.726,-3.384,-29.157,0.000,2,41.518837,-86.239487,71.730003,18.611,291.299988,10,40,23,80,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
21,1.855227,0,11.931,2.704,-32.911,-16.382,110.174,311.015,-526.181,-519.019,-332.248,-31.875,5.125,22.375,-22.505,-13.995,-7.126,0.411,-0.129,0.564,-0.705,1,-53.594,-3.341,-29.970,0.000,2,41.518837,-86.239479,71.209999,17.406,290.700012,10,40,23,88,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
22,1.942078,0,11.842,1.307,-31.706,12.781,60.994,260.840,-520.586,-564.901,-361.903,-31.875,5.125,22.375,-21.838,-16.609,-8.100,0.322,-0.689,0.512,-0.400,1,-30.072,-3.333,-22.450,0.000,2,41.518841,-86.239479,71.559998,16.399,289.700012,10,40,23,96,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
23,2.024030,0,13.533,4.075,-31.809,-7.182,8.181,209.242,-588.177,-571.839,-432.740,-31.875,5.125,22.375,-20.582,-17.788,-11.380,0.085,-0.962,0.256,0.042,1,2.702,-3.373,6.729,0.000,2,41.518841,-86.239471,71.339996,15.570,288.700012,10,40,24,4,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
24,2.142058,0,12.803,4.383,-32.360,-66.286,-4.232,162.112,-402.525,-681.059,-446.728,-31.875,5.125,22.375,-20.428,-19.659,-10.817,0.115,0.823,0.150,-0.535,1,70.940,-3.409,34.481,34.481,2,41.518845,-86.239471,61.529999,14.503,287.399994,10,40,24,16,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
25,2.257949,0,12.995,7.754,-37.512,-76.931,103.916,34.680,-500.443,-837.503,-468.550,-31.875,5.125,22.375,-18.506,-23.709,-9.740,0.182,0.611,0.315,-0.703,1,39.875,-3.371,25.851,25.851,2,41.518848,-86.239464,59.869999,11.886,286.299988,10,40,24,28,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
26,2.339996,0,3.909,11.444,-22.658,9.659,101.841,311.965,-448.407,-871.523,-659.797,-31.875,5.125,22.375,-14.200,-26.144,-13.277,0.266,-0.315,0.547,-0.728,1,64.243,-3.332,32.813,32.813,2,41.518848,-86.239464,64.699997,9.280,285.899994,10,40,24,36,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
27,2.417353,0,9.650,6.216,-32.911,-3.912,-0.989,190.806,-515.886,-841.867,-721.457,-31.875,5.125,22.375,-12.278,-23.427,-21.377,0.005,0.995,-0.094,-0.035,1,155.228,-3.336,51.005,51.005,2,41.518848,-86.239464,66.099998,8.834,285.299988,10,40,24,44,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
28,2.495491,0,8.138,17.417,-22.479,-79.406,28.111,98.775,-254.138,-1094.103,-724.254,-31.875,5.125,22.375,-19.813,-26.093,-16.097,0.262,0.668,0.368,-0.592,1,64.969,-3.355,32.997,32.997,2,41.518852,-86.239464,62.939999,8.228,284.899994,10,40,24,52,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
29,2.585078,0,2.115,18.596,-31.950,6.336,121.112,322.834,-553.934,-1017.112,-876.446,-31.875,5.125,22.375,-4.434,-31.040,-17.635,0.251,-0.202,0.450,-0.833,1,112.549,-3.341,43.431,43.431,2,41.518852,-86.239464,54.509998,7.195,284.299988,10,40,24,60,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
30,2.664609,0,1.051,17.160,-15.200,-9.526,-30.081,181.955,-488.581,-958.361,-987.121,-31.875,5.125,22.375,-11.201,-20.018,-28.451,0.257,0.963,0.005,-0.085,1,5.222,-3.373,9.356,0.000,2,41.518856,-86.239464,52.980000,6.523,284.000000,10,40,24,68,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,20.000,4,-20,-25,20,ROLL_RIGHT
31,2.777882,0,-4.063,19.531,-26.708,-65.842,127.988,3.391,-350.937,-1208.919,-986.226,-31.875,5.125,22.375,-10.355,-31.911,-14.713,0.216,0.499,0.353,-0.761,1,11.406,-3.334,13.826,0.000,2,41.518856,-86.239464,37.509998,5.631,283.399994,10,40,24,80,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
32,2.861821,0,-20.492,10.586,-13.790,50.888,83.379,311.323,-34.803,-1284.791,-1403.859,-31.875,5.125,22.375,-6.357,-23.530,-27.605,0.045,0.538,-0.497,0.679,1,-19.476,-3.361,-18.067,0.000,2,41.518856,-86.239471,28.450001,4.549,282.899994,10,40,24,88,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
33,2.946987,0,-20.903,12.342,-11.227,6.650,107.461,344.790,-142.456,-1484.655,-1311.984,-31.875,5.125,22.375,-2.819,-24.760,-27.836,0.073,-0.125,0.579,-0.802,1,-34.544,-3.374,-24.061,0.000,2,41.518856,-86.239471,10.600000,4.091,282.500000,10,40,24,96,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
34,3.020002,0,-14.264,14.713,-16.520,33.046,-7.835,209.001,-330.122,-1421.651,-1524.381,-31.875,5.125,22.375,-9.586,-26.631,-25.016,0.134,0.921,-0.258,0.258,1,-24.525,-3.365,-20.274,0.000,2,41.518860,-86.239471,352.260010,4.449,281.899994,10,40,25,4,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,116.453,-30.000,-20.000,4,-20,15,20,PITCH_NOSE_DOWN
35,3.098137,0,-21.518,10.778,-19.301,-33.989,103.453,3.834,-416.290,-1320.824,-1643.561,-31.875,5.125,22.375,-2.768,-24.222,-29.835,0.156,0.249,0.584,-0.756,1,-37.361,-3.366,-25.023,0.000,2,41.518864,-86.239471,335.269989,5.475,281.399994,10,40,25,12,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,-20.000,4,20,15,20,ROLL_LEFT
36,3.257066,0,-26.311,16.750,-4.319,58.670,29.487,243.933,-71.508,-1656.430,-1615.360,-31.875,5.125,22.375,-0.359,-25.811,-29.604,0.063,0.781,-0.341,0.519,1,-29.638,-3.354,-22.287,0.000,2,41.518864,-86.239479,312.170013,6.908,280.500000,10,40,25,28,12,3,U_TURN_HDG,AP_PROT_PITCH_MAX,116.453,-30.000,-20.000,4,-20,15,20,PITCH_NOSE_DOWN
37,3.386259,0,-24.824,16.186,-2.179,61.911,39.968,259.806,-230.526,-1525.500,-1829.996,-31.875,5.125,22.375,-2.563,-27.118,-27.605,0.085,0.731,-0.382,0.559,1,-36.690,-3.359,-24.797,0.000,2,41.518867,-86.239487,303.750000,7.556,279.600006,10,40,25,40,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,-20.000,4,20,15,20,ROLL_LEFT
38,3.458195,0,-67.347,-21.095,-6.818,-27.632,-37.655,164.848,-197.626,-1863.120,-1930.152,-31.875,5.125,22.375,23.632,7.907,-20.326,0.340,0.901,0.198,-0.183,1,-31.048,-3.352,-22.811,0.000,2,41.518867,-86.239487,297.529999,8.375,279.100006,10,40,25,48,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,-20.000,4,-20,-25,20,ROLL_RIGHT
39,3.582205,0,-21.236,6.600,-55.069,-53.991,-33.051,160.356,-250.221,-1804.593,-1998.078,-31.875,5.125,22.375,-31.463,0.795,-6.574,0.324,0.820,0.273,-0.386,1,-29.947,-3.375,-22.403,0.000,2,41.518867,-86.239494,287.880005,10.817,278.500000,10,40,25,60,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,-20.000,4,-20,-25,20,ROLL_RIGHT
40,3.657436,0,-42.279,-9.458,-21.120,53.161,95.894,320.190,220.119,-1734.876,-1998.078,-31.875,5.125,22.375,-25.683,8.561,-17.340,0.056,0.516,-0.450,0.726,1,-30.993,-3.392,-22.791,0.000,2,41.518871,-86.239502,285.369995,12.024,277.899994,10,40,25,68,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,-20.000,4,20,15,20,ROLL_LEFT
41,3.728519,0,-93.901,-16.417,-3.499,11.014,115.731,356.855,-574.077,-1923.885,-1998.078,-31.875,5.125,22.375,27.054,-17.160,-2.794,0.028,0.096,-0.527,0.844,1,-25.813,-3.418,-20.799,0.000,2,41.518871,-86.239502,286.279999,12.392,277.500000,10,40,25,72,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,-20.000,4,20,15,20,ROLL_LEFT
42,3.781945,0,-29.169,-8.766,-19.249,-49.018,-13.398,168.353,-383.837,-1941.790,-1998.078,-31.875,5.125,22.375,-29.886,-3.678,-11.291,0.147,0.894,0.140,-0.399,1,-33.726,-3.366,-23.774,0.000,2,41.518871,-86.239502,289.700012,12.542,276.700012,10,40,25,80,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
43,3.864079,0,-85.110,-1.243,-29.399,1.174,100.054,0.083,-357.539,-1463.840,-1998.078,-31.875,5.125,22.375,21.313,-23.748,-4.011,0.007,0.007,-0.642,0.766,1,-26.020,-3.385,-20.883,0.000,2,41.518875,-86.239510,292.399994,12.684,276.100006,10,40,25,88,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
44,3.947293,0,-31.386,2.281,-22.325,-0.997,-23.495,192.641,-346.684,-1459.923,-1998.078,-31.875,5.125,22.375,-17.583,-26.695,3.435,0.201,0.973,-0.106,-0.031,1,-29.212,-3.388,-22.126,0.000,2,41.518879,-86.239510,293.869995,13.403,275.399994,10,40,25,96,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,-30.000,20.000,4,7,2,7,ROLL_LEFT
45,4.023263,0,-81.931,8.394,-22.466,58.348,35.169,269.520,-242.164,-1712.495,-1998.078,-31.875,5.125,22.375,27.375,-9.714,-13.790,0.140,0.695,-0.482,0.516,1,-30.095,-3.378,-22.458,0.000,2,41.518879,-86.239517,296.079987,13.978,274.500000,10,40,26,4,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
46,4.145197,0,-32.424,0.936,-28.182,-70.938,29.249,104.339,-327.884,-1450.188,-1998.078,-31.875,5.125,22.375,-20.941,-23.863,5.075,0.182,0.712,0.368,-0.570,1,-30.765,-3.378,-22.707,0.000,2,41.518887,-86.239525,300.070007,15.079,273.299988,10,40,26,16,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
47,4.222260,0,-39.498,10.547,-31.847,-54.784,-22.811,165.174,-324.863,-1701.640,-1998.078,-31.875,5.125,22.375,-17.250,13.841,-23.338,0.232,0.851,0.203,-0.425,1,-32.834,-3.363,-23.458,0.000,2,41.518890,-86.239525,302.750000,15.818,272.600006,10,40,26,24,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
48,4.416322,0,-81.150,-7.190,-16.545,58.289,65.703,308.197,-276.184,-1499.202,-1998.078,-31.875,5.125,22.375,-13.252,-28.310,7.497,0.161,0.558,-0.545,0.605,1,-27.214,-3.396,-21.356,0.000,2,41.518902,-86.239532,305.269989,16.009,270.500000,10,40,26,44,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
49,4.744201,0,-29.515,-31.309,-4.691,-19.193,-30.685,184.562,-349.594,-1459.811,-1998.078,-31.875,5.125,22.375,-4.601,17.865,-26.336,0.254,0.952,0.006,-0.171,1,-23.711,-3.370,-19.934,0.000,2,41.518913,-86.239555,304.049988,16.957,267.000000,10,40,26,76,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,20.000,4,-20,-25,20,ROLL_RIGHT
50,4.822282,0,-12.393,-5.075,-24.965,-50.356,101.456,19.972,-337.284,-1452.873,-1998.078,-31.875,5.125,22.375,-30.091,2.217,-11.098,0.144,0.424,0.507,-0.737,1,-27.884,-3.404,-21.618,0.000,2,41.518917,-86.239563,302.450012,17.140,265.899994,10,40,26,84,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
51,4.900420,0,-85.430,-21.505,-5.331,12.099,103.379,351.267,-211.726,-1437.206,-1998.078,-31.875,5.125,22.375,27.003,1.269,-17.417,0.006,0.129,-0.608,0.783,1,-30.242,-3.371,-22.513,0.000,2,41.518921,-86.239571,300.380005,17.332,264.899994,10,40,26,92,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
52,4.956404,0,-31.155,14.738,-33.718,-31.674,-26.297,172.821,-202.550,-1807.279,-1998.078,-31.875,5.125,22.375,-20.736,-23.530,7.074,0.235,0.931,0.121,-0.252,1,-31.940,-3.356,-23.136,0.000,2,41.518921,-86.239571,299.029999,17.530,264.299988,10,40,26,96,12,3,U_TURN_HDG,AP_PROT_PITCH_MIN,116.453,-30.000,20.000,4,20,-25,20,PITCH_NOSE_UP
53,5.065173,0,-74.537,-1.410,-6.882,51.593,80.947,319.252,-514.319,-1516.771,-1998.078,-31.875,5.125,22.375,25.926,1.115,-18.980,0.107,0.503,-0.544,0.663,1,-32.601,-3.347,-23.374,0.000,2,41.518929,-86.239578,301.200012,19.147,262.799988,10,40,27,8,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
54,5.146051,0,-70.371,-8.048,-19.775,-10.944,112.252,6.582,-178.154,-1050.124,-1998.078,-31.875,5.125,22.375,-6.100,-29.220,11.957,0.006,0.111,0.549,-0.828,1,-38.259,-3.379,-25.322,0.000,2,41.518932,-86.239578,303.640015,19.332,261.700012,10,40,27,16,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
55,5.346231,0,-47.726,-26.183,-8.804,-11.986,-33.842,193.051,20.591,-1657.885,-1998.078,-31.875,5.125,22.375,-6.677,17.519,-26.119,0.276,0.949,-0.078,-0.132,1,-30.229,-3.348,-22.508,0.000,2,41.518944,-86.239594,306.459991,18.947,259.299988,10,40,27,36,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,20.000,4,-20,-25,20,ROLL_RIGHT
56,5.423152,0,-25.632,11.701,-40.113,-60.759,101.654,37.404,-330.010,-1378.568,-1998.078,-31.875,5.125,22.375,-4.550,-31.527,4.409,0.088,0.546,0.390,-0.736,1,-24.243,-3.392,-20.157,0.000,2,41.518944,-86.239594,303.239990,18.265,258.600006,10,40,27,44,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
57,5.498119,0,-68.449,-15.661,5.524,7.273,-22.495,199.307,-71.620,-1671.761,-1998.078,-31.875,5.125,22.375,4.075,12.201,-29.463,0.202,0.963,-0.176,0.029,1,-33.297,-3.397,-23.623,0.000,2,41.518948,-86.239601,299.559998,17.648,257.799988,10,40,27,52,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,-30.000,20.000,4,8,3,8,ROLL_LEFT
58,5.580224,0,-56.338,-26.401,4.716,7.606,111.829,0.262,-166.404,-1433.290,-1998.078,-31.875,5.125,22.375,4.255,-29.579,11.855,0.039,0.054,-0.559,0.826,1,-34.838,-3.366,-24.163,0.000,2,41.518948,-86.239601,296.709991,16.784,257.000000,10,40,27,60,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
59,5.635522,0,-24.786,-33.103,-10.663,-44.624,-43.516,185.651,30.550,-1953.764,-1998.078,-31.875,5.125,22.375,25.939,2.743,-18.801,0.325,0.865,0.098,-0.369,1,-22.232,-3.379,-19.303,0.000,2,41.518951,-86.239601,295.869995,16.618,256.600006,10,40,27,64,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,20.000,4,-20,-25,20,ROLL_RIGHT
60,5.704511,0,-71.499,8.151,-47.072,10.948,117.568,0.986,-318.596,-1399.494,-1998.078,-31.875,5.125,22.375,-19.954,-22.223,11.906,0.057,0.077,-0.517,0.851,1,-37.872,-3.352,-25.194,0.000,2,41.518951,-86.239609,296.540009,16.097,255.699997,10,40,27,72,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
61,5.856307,0,79.291,-206.039,-197.504,42.935,-39.167,206.307,527.860,-130.818,-1804.705,-31.875,5.125,22.375,13.598,20.531,-20.672,0.382,0.826,-0.319,0.265,1,-40.468,-3.352,-26.043,0.000,2,41.518955,-86.239616,296.549988,15.388,254.399994,10,40,27,88,12,3,U_TURN_HDG,AP_PROT_ROLL_MIN,116.453,30.000,20.000,4,-20,-25,20,ROLL_RIGHT
62,5.942241,0,-5.088,27.567,-8.266,18.697,-5.798,193.440,954.669,147.604,104.744,-31.875,5.125,22.375,3.717,-29.579,12.047,0.069,0.978,-0.123,0.155,1,-33.362,-3.378,-23.646,0.000,2,41.518959,-86.239616,298.459991,14.149,254.100006,10,40,27,96,12,3,U_TURN_HDG,AP_HDG_SEL_IMU,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
63,6.017003,0,5.959,4.614,-33.693,-7.201,179.793,216.256,861.563,200.200,-2.350,-31.875,5.125,22.375,-4.037,-0.115,31.898,0.949,0.018,0.060,-0.310,1,-36.734,-3.309,-24.812,0.000,2,41.518959,-86.239624,298.350006,12.090,254.000000,10,40,28,4,12,3,U_TURN_HDG,AP_PROT_ROLL_MAX,116.453,-30.000,20.000,4,20,15,20,ROLL_LEFT
